Set,Primary,Alignment,MEID,Artist,Rarity,Precise,NameEN,NameDU,NameSP,NameFN,NameFR,NameGR,NameIT,NameJP,ImageName,Text,Skill,MPs,Mind,Direct,General,Prowess,Body,Corruption,Home,Unique,Secondary,Race,RWMPs,Site,Path,Region,RPath,Playable,GoldRing,GreaterItem,MajorItem,MinorItem,Information,Palantiri,Scroll,Hoard,Gear,Non,Haven,Stage,Strikes,code,codeFR,codeGR,codeSP,codeJP,Specific,fullCode,gccgAlign,gccgSet,normalizedtitle,DCpath,dreamcard,released,erratum,ice_errata,RType_Short,RType_Long,png_path,Northern Waste,Eriador,Wilderland,Mirkwood,Greater Gondor,Gondor,Mordor,Sundering Seas,Great Central Plains,Sun-lands,Harnendor,Bellakar,Sirayn,Bay of Ormal,Uttersouth,Ardor,Dominion of the Seven
METW,Resource,Hero,TW218,DONE CARD,Uncommon,U,Praise to Elbereth,Praise to Elbereth,Plegaria a Elbereth,Elberethin Ylistys,Louanges a Elbereth,Loblied auf Elbereth,Inno a Elbereth,eruberesuhenoZan Ge ,metw_praisetoelbereth.jpg,"For each of your characters in play that you choose to tap, cancel one Nazgul event or one Nazgul attack. Additionally, if Doors of Night is in play, characters gain +1 prowess until the end of turn.  ""O Elbereth! Githoniel!...Thy starlight on the Western Seas.""-LotRI ",-,-,-,-,-,-,-,-,-,-,Short-event,Song,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,eruberesuhenoZan Ge ,-,Praise to Elbereth (TW),-,(TW),praise to elbereth,Wizards/PraisetoElbereth.jpg,0.0,1.0,1.0,-,[-],-,metw_praisetoelbereth.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW150,DONE CARD,Common,CA2,Precious Gold Ring,Precious Gold Ring,Precioso Anillo de Oro,Kallis Kultasormus,Precieux anneau d'or,Wertvoller Goldener Ring,Prezioso Anello d'Oro,[itoshii] Jin noZhi Lun ,metw_preciousgoldring.jpg,"Discard Precious Gold Ring when tested. If tested, make a roll (or draw a #) to determine which ring card may be immediately played:  * The One Ring (10,11,12+); * a Dwarven Ring 8,9,10,11,12+);  * a Magic Ring (1,2,3,4,5);  * a Lesser Ring (any result).  ",-,1,-,-,-,-,-,1.0,-,-,Gold Ring Item,Gold Ring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,[itoshii] Jin noZhi Lun ,-,Precious Gold Ring (TW),-,(TW),precious gold ring,Wizards/PreciousGoldRing.jpg,0.0,1.0,0.0,-,[-],-,metw_preciousgoldring.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW077,DONE CARD,Uncommon,U,Quickbeam,Quickbeam,Ramaviva,Akkipaa,Vifsorbier,Flinkbaum,Sveltolampo,setsukachi,metw_quickbeam.jpg,"Unique. Ent. Playable at Wellinghall.  May not be attacked by automatic-attacks or hazards keyed to his site.  ""He was tall, and seemed to be one of the younger Ents; he had smooth shining skin on his arms and legs; his lips were ruddy, and his hair was grey-green. He could bend and sway like a slender tree in the wind.""-LotRIII ",-,2,3.0,-,-,6.0,9.0,-,-,unique,Ally,Ent,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,setsukachi,-,Quickbeam (TW),-,(TW),quickbeam,Wizards/Quickbeam.jpg,0.0,1.0,1.0,-,[-],-,metw_quickbeam.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW219,DONE CARD,Uncommon,U,Quiet Lands,Quiet Lands,Tierras Tranquilas,Rauha Maassa,Territoire calme,Friedliches Land,Terre Calme,Jing kanaruDi ,metw_quietlands.jpg,"Environment. Until the end of the turn, the number of strikes for one automatic-attack at a Shadow-hold [S] or a Ruins & Lairs [R] is reduced by half (rounded up). Alternatively, if Gates of Morning is in play, treat one Shadow-land [s] as a Wilderness [w] or one Shadow-hold [S] as a Ruins & Lairs [R] until the end of turn. Cannot be duplicated. ",-,-,-,-,-,-,-,-,-,-,Short-event,Environment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,Jing kanaruDi ,-,Quiet Lands (TW),-,(TW),quiet lands,Wizards/QuietLands.jpg,0.0,1.0,1.0,1.0,[-],-,metw_quietlands.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW101,DONE CARD,Fixed,F1,Rangers of Ithilien,Rangers of Ithilien,Montaraces de Ithilien,Ithilienin Samoojat,Rodeurs de l'Ithilien,Waldlaufer von Ithilien,Ranger dell'Ithilien,ishiriannoYe Fu ,metw_rangersofithilien.jpg,"Unique. Playable at Henneth Annun if the influence check is greater than 7.  Standard Modifications: Dunedain (+1).  ""All had swords at their sides, and were clad in green and brown of varied hues, as if the better to walk unseen in the glades of Ithilien.""-LotRIV ",-,3,-,-,-,-,-,-,-,unique,Faction,Dunadan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,ishiriannoYe Fu ,-,Rangers of Ithilien (TW),-,(TW),rangers of ithilien,Wizards/RangersofIthilien.jpg,0.0,1.0,0.0,-,[-],-,metw_rangersofithilien.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW102,DONE CARD,Fixed,F1,Rangers of the North,Rangers of the North,Montaraces del Norte,Pohjoisen Samoojat,Rodeurs du Nord,Waldlaufer des Nordens,Ranger del Nord,Bei Fang noYe Fu ,metw_rangersofthenorth.jpg,"Unique. Playable at Bree if the influence check is greater than 9.  Standard Modifications: Dunedain (+1).  ""...an ordered company, armed with spear and bow and sword. They were clad in cloaks of dark grey...pinned upon the left shoulder by a brooch of silver shaped like a rayed star.""-LotRV ",-,3,-,-,-,-,-,-,-,unique,Faction,Dunadan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,Bei Fang noYe Fu ,-,Rangers of the North (TW),-,(TW),rangers of the north,Wizards/RangersoftheNorth.jpg,0.0,1.0,0.0,-,[-],-,metw_rangersofthenorth.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW151,DONE CARD,Uncommon,U,Red Arrow,Red Arrow,La Flecha Roja,Punainen Nuoli,Fleche Rouge,Der Rote Pfeil,Freccia Rossa,Chi iShi ,metw_redarrow.jpg,"Unique. Bearer may automatically influence the Riders of Rohan. +5 to bearer's direct influence against any character with Edoras as a home site.  ""In his hand he bore a single arrow, black-feathered and barbed with steel, but the point was painted red.""-LotRV ",-,2,-,-5.0,-,-,-,2.0,-,unique,Major Item,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,Chi iShi ,-,Red Arrow (TW),-,(TW),red arrow,Wizards/RedArrow.jpg,0.0,1.0,0.0,-,[-],-,metw_redarrow.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW152,DONE CARD,Uncommon,U,Red Book of Westmarch,Red Book of Westmarch,Libro Rojo de la Frontera del Oeste,Lansikairan Punainen Kirja,Livre Rouge de la Marche de l'Ouest,Das Rote Buch der Westmark,Libro Rosso dei Confini Occidentali,Xi Jing noChi Biao Zhi Ben ,metw_redbookofwestmarch.jpg,"Unique. Only playable at Bag End. +2 to direct influence against a Hobbit character of faction. 1 Marshaling point if stored at a Haven [H].  ""...in a single red case, were the three large volumes, bound in red leather, that Bilbo gave to him as a parting gift...""-LotRV ",-,(1),-,-2.0,-,-,-,1.0,-,unique,Special Item,Lost Knowledge,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[H] (TW),0,0,0,Xi Jing noChi Biao Zhi Ben ,-,Red Book of Westmarch [H] (TW),[H],(TW),red book of westmarch,Wizards/RedBookofWestmarch.jpg,0.0,1.0,1.0,-,[-],-,metw_redbookofwestmarch.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW220,DONE CARD,Common,CA1,Reforging,Reforging,Reforja,Uudeksi Taonta,Reforgeage,Neu Schmieden,Riforgiare,Zai Duan Lian ,metw_reforging.jpg,"Sage only, during the site phase at an untapped site where ""Information"" is playable. Tap the sage and the site. Sage may not untap until Reforging is stored at a Haven [H]. During your organization phase, you may tap a sage at a Haven and discard a stored Reforging to retrieve any minor or major weapon, armor, or shield from your discard pile. The item must be placed under the control of a character in the sage's company. ",Sage,1,-,-,-,-,-,-,-,-,Permanent-event,Information,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,Zai Duan Lian ,-,Reforging (TW),-,(TW),reforging,Wizards/Reforging.jpg,0.0,1.0,0.0,-,[-],-,metw_reforging.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW221,DONE CARD,Common,CA2,Rescue Prisoners,Rescue Prisoners,Rescate de Prisioneros,Vankien Vapautus,Sauver les prisonniers,Befreiung,Salvare Prigionieri,Bu Lu Jiu Chu ,metw_rescueprisoners.jpg,"Playable at an already tapped Dark-hold [D] or Shadow-hold [S] during the site phase. The company faces a spider attack (2 strikes with 7 prowess). If not characters are untapped after the attack, discard Rescue Prisoners. Otherwise, you may tap 1 character in the company and put rescue prisoners under his control. That character may not untap until Rescue Prisoners is stored at a Haven [H], Border-hold [B], or Free-hold [F] during his organization phase. You receive the Marshaling points for this card only when it is stored. Cannot be duplicated at a given site. ",-,(2),-,-,-,7.0,-,-,-,-,Permanent-event,Prisoner,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0,(TW),0,0,0,Bu Lu Jiu Chu ,-,Rescue Prisoners (TW),-,(TW),rescue prisoners,Wizards/RescuePrisoners.jpg,0.0,1.0,1.0,1.0,[-],-,metw_rescueprisoners.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW222,DONE CARD,Rare,R,Return of the King,Return of the King,El Retorno del Rey,Kuninkaan Paluu,Retour du Roi,Die Ruckkehr des Konigs,Ritorno del Re,Wang noGui Huan ,metw_returnoftheking.jpg,"Unique. Aragorn II only. Only playable at Minas Tirith and only if Denethor II is not in play. Aragorn II's direct influence is modified by +3. Keep this card with Aragorn II; discard if he leaves play.  ""...wisdom sat upon his brow, and strength and healing were in his hands, and a light was about him.""-LotRVI  ",Dunadan,3,-,3.0,-,-,-,-,-,unique,Permanent-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,Wang noGui Huan ,Aragorn II,Return of the King (TW),-,(TW),return of the king,Wizards/ReturnoftheKing.jpg,0.0,1.0,0.0,-,[-],-,metw_returnoftheking.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW103,DONE CARD,Fixed,F1,Riders of Rohan,Riders of Rohan,Jinetes de Rohan,Rohanin Ratsastajat,Cavaliers de Rohan,Reiter von Rohan,Cavalieri di Rohan,rohannoQi Shi tachi,metw_ridersofrohan.jpg,"Unique. Playable at Edoras if the influence check is greater than 9.  Standard Modifications: Hobbits (+1), Dunedain (+1).  ""...tall and long-limbed; their hair, flaxen pale, flowed under their light helms, and streamed in long braids behind them; their faces were stern and keen...""-LotRIII ",-,3,-,-,-,-,-,-,-,unique,Faction,Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,rohannoQi Shi tachi,-,Riders of Rohan (TW),-,(TW),riders of rohan,Wizards/RidersofRohan.jpg,0.0,1.0,0.0,-,[-],-,metw_ridersofrohan.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW223,DONE CARD,Uncommon,U,Ringlore,Ringlore,Conocimiento de los Anillos,Sormustieto,Connaissance des anneaux,Ringkunde,Conoscenza degli Anelli,Zhi Lun Xue ,metw_ringlore.jpg,"Sage only, only playable at a site where ""Information"" is playable, and only if a character in his company has a Gold Ring. Playable only during the site phase. Tap the sage and the site. Play to test a Gold Ring. No roll (or draw) is used. The player may replace the Gold Ring with any ring from his hand (except for The One Ring).  ",Sage,-,-,-,-,-,-,-,-,-,Short-event,Information,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,Zhi Lun Xue ,-,Ringlore (TW),-,(TW),ringlore,Wizards/Ringlore.jpg,0.0,1.0,1.0,1.0,[-],-,metw_ringlore.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW224,DONE CARD,Common,CA1,Risky Blow,Risky Blow,Golpe Arriesgado,Vaarallinen Isku,Coup risque,Riskanter Schlag,Attacco Rischioso,She Shen noYi Ji ,metw_riskyblow.jpg,"Warrior only against one strike. +3 to prowess and -1 to body.  ""Fewer were they but they clove through the Southrons like a fire-bolt in a forest.""-LotRV ",Warrior,-,-,-,-,3.0,-1.0,-,-,-,Short-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,She Shen noYi Ji ,-,Risky Blow (TW),-,(TW),risky blow,Wizards/RiskyBlow.jpg,0.0,1.0,0.0,-,[-],-,metw_riskyblow.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW078,DONE CARD,Rare,R,Roac the Raven,Roac the Raven,Roac el Cuervo,Roac Korppi,Roac le Corbeau,Roac der Rabe,Roac il Corvo,Da Wu noroaku,metw_roactheraven.jpg,"Unique. Playable at any site in Northern Rhovanion.  Tap and discard to attempt to bring any faction into play - treat this influence check as though it were made by a diplomat.  ""'Now I am chief of the great ravens of the Mountain. We are few, but we remember still the king that was of old.'""-Hob ",Diplomat Flying,1,1.0,-,-,-3.0,8.0,-,-,unique,Ally,Animal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,Da Wu noroaku,-,Roac the Raven (TW),-,(TW),roac the raven,Wizards/RoactheRaven.jpg,0.0,1.0,1.0,1.0,[-],-,metw_roactheraven.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW225,DONE CARD,Rare,R,Sacrifice of Form,Sacrifice of Form,Sacrificio de la Forma,Muodon Uhraus,Sacrifice d'aspect,Opferung der Gestalt,Trasfigurazione,Xian Shen noIkenie Sheng ,metw_sacrificeofform.jpg,"Spell. Wizard only. All of the strikes from one attack against your Wizard's company fail; +3 to any body checks made to determine of the attack is defeated. Discard the Wizard (i.e., he becomes unrevealed) and any non-item cards he controls. Place any items he controls under this card and keep these off to the side (these items are considered to still be in play). If the Wizard is put back into play, return his items to him and place Sacrifice of Form with him. Wizard receives +1 to his prowess, body, and direct influence. May not be duplicated on a given Wizard. ",Spell,-,-,1.0,-,1.0,1.0,-,-,-,Permanent-event,Wizardry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,Xian Shen noIkenie Sheng ,-,Sacrifice of Form (TW),-,(TW),sacrifice of form,Wizards/SacrificeofForm.jpg,0.0,1.0,1.0,1.0,[-],-,metw_sacrificeofform.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW153,DONE CARD,Uncommon,U,Sapling of the White Tree,Sapling of the White Tree,Semilla del Arbol Blanco,Valkoisen Puun Vesa,Plant de l'Arbre Blanc,Schossling des Weissen Baumes,Germoglio dell'Albero Bianco,Bai noMu noRuo Mu ,metw_saplingofthewhitetree.jpg,"Not playable in a Shadow-hold [S] or Dark-hold [D]. May be stored at Minas Tirith. 2 Marshaling points if stored at Minas Tirith.  ""And he climbed to it, and saw that out of the very edge of the snow there sprung a sapling tree no more than three foot high.""-LotRVI ",-,1(2),-,-,-,-,-,1.0,-,-,Major Item,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,Bai noMu noRuo Mu ,-,Sapling of the White Tree (TW),-,(TW),sapling of the white tree,Wizards/SaplingoftheWhiteTree.jpg,0.0,1.0,0.0,-,[-],-,metw_saplingofthewhitetree.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW154,DONE CARD,Uncommon,U,Scroll of Isildur,Scroll of Isildur,Pergamino de Isildur,Isildurin Kirjoitus,Parchemin d'Isildur,Schriftrolle von Isildur,Pergamena di Isildur,ishirudouanoJuan kimono,metw_scrollofisildur.jpg,"Unique. When a Gold Ring is tested in a company with the Scroll of Isildur, the result of the roll (or draw) is modified by +2.  ""Yet even as I write it is cooled, and it seemeth to shrink, though it loseth neither its beauty nor its shape. Already the writing upon it, which was at first clear as red flame, fadeth and now only barely to be read.""-LotRII  ",-,4,-,-,-,-,-,3.0,-,unique,Greater Item,Lost Knowledge,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[H] (TW),0,0,0,ishirudouanoJuan kimono,-,Scroll of Isildur [H] (TW),[H],(TW),scroll of isildur,Wizards/ScrollofIsildur.jpg,0.0,1.0,1.0,-,[-],-,metw_scrollofisildur.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW226,DONE CARD,Rare,R,Secret Entrance,Secret Entrance,Entrada Secreta,Salaovi,Entree secrete,Geheimtur,Entrata Segreta,Mi Mi noRu Kou ,metw_secretentrance.jpg,"Playable only at the end of the organization phase; may not be played on a company moving to a site in a Dark-domain [d]. Tap a sage in the company, and no hazard creatures keyed to the site may be played on the company.  ""...their own masters cannot find them...if their secret is forgotten.""-LotRII ",Sage,-,-,-,-,-,-,-,-,-,Short-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,Mi Mi noRu Kou ,-,Secret Entrance (TW),-,(TW),secret entrance,Wizards/SecretEntrance.jpg,0.0,1.0,0.0,-,[-],-,metw_secretentrance.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW227,DONE CARD,Common,CA1,Secret Passage,Secret Passage,Pasaje Secreto,Salakaytava,Passage secret,Geheimer Durchgang,Passaggio Segreto,Mi Mi noDao ,metw_secretpassage.jpg,"Playable only at the end of the organization phase. If the company that it is played on moves to a Ruins & Lairs [R] site, opponent may only play hazard creatures that are keyed to the company's site.  ""...a great doorway was outlined, though not a crack or joint had been visible before. Slowly it...swung outwards inch by inch...""-LotRII ",-,-,-,-,-,-,-,-,-,-,Short-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,Mi Mi noDao ,-,Secret Passage (TW),-,(TW),secret passage,Wizards/SecretPassage.jpg,0.0,1.0,0.0,-,[-],-,metw_secretpassage.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW079,DONE CARD,Rare,R,Shadowfax,Shadowfax,Sombragris,Hallavaharja,Gripoil,Schattenfell,Ombromanto,Fei Yin ,metw_shadowfax.jpg,"Unique. Playable at Edoras or Dunharrow.  If his company only has one character or one character and a Hobbit at the end of the movement/hazard phase, tap Shadowfax to allow his company to immediately move again; an additional site card may be played and an additional movement/hazard phase follows for that company. ",-,1,2.0,-,-,2.0,8.0,-,-,unique,Ally,Horse,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,Fei Yin ,-,Shadowfax (TW),-,(TW),shadowfax,Wizards/Shadowfax.jpg,0.0,1.0,1.0,1.0,[-],-,metw_shadowfax.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW155,DONE CARD,Common,CA2,Shield of Iron-bound Ash,Shield of Iron-bound Ash,Escudo de Fresno y Hierro Forjado,Rautavahvisteinen Saarnikilpi,Bouclier de frene barde de fer,Eisenverstarkter Schild,Scudo di Frassino Rinforzato,Tie woDa tsutatonerikonoDun ,metw_shieldofironboundash.jpg,"Shield. +1 to body to a maximum of 8. Tap Shield of Iron-bound Ash to gain +1 prowess against one strike.  ""...of ash, painted shields were slung at their backs...""-LotRIII ",-,-,-,-,-,-1.0,1.0,1.0,-,-,Minor Item,Shield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,Tie woDa tsutatonerikonoDun ,-,Shield of Iron-bound Ash (TW),-,(TW),shield of iron-bound ash,Wizards/ShieldofIronboundAsh.jpg,0.0,1.0,0.0,-,[-],-,metw_shieldofironboundash.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW080,DONE CARD,Rare,R,Skinbark,Skinbark,Corteza,Karppunahka,Peaurude,Borkenhaut,Scorzapelle,Mu noPi Ji ,metw_skinbark.jpg,"Unique. Ent. Playable at Wellinghall.  May not be attacked by automatic-attacks or hazards keyed to his site. Discard Skinbark if his company moves to a site that is not in: Fangorn, Rohan, Gap of Isen, Wold & Foothills, Anduin Vales, or Redhorn Gate. ",-,2,3.0,-,-,10.0,9.0,-,-,unique,Ally,Ent,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,Mu noPi Ji ,-,Skinbark (TW),-,(TW),skinbark,Wizards/Skinbark.jpg,0.0,1.0,1.0,-,[-],-,metw_skinbark.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW104,DONE CARD,Rare,R,Southrons,Southrons,Surenos,Etelaiset,Suderons,Sudlinge,Sudroni,Nan Fang Ren ,metw_southrons.jpg,"Unique. Playable at Southron Oasis if the influence check is greater than 8.  Standard Modifications: Dunedain (+1), Elves (-2), Dwarves (-2).  ""They are fierce...some have red paint on their cheeks, and red cloaks; and their flags are red, and the tips of their spears; and they have round shields, with yellow and black with big spikes.""-LotRIV ",-,5,-,-,-,-,-,-,-,unique,Faction,Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,Nan Fang Ren ,-,Southrons (TW),-,(TW),southrons,Wizards/Southrons.jpg,0.0,1.0,0.0,-,[-],-,metw_southrons.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW156,DONE CARD,Uncommon,U,Star-glass,Star-glass,Vial de Galadriel,Tahtilasi,Cristal d'etoile,Sternenglas,Fiala-stella,Xing nogarasuPing ,metw_starglass.jpg,"Tap bearer of Star-glass to cancel an attack by Undead or to modify the prowess of a spiders, animals, or wolves attack by -2. Bearer makes a corruption check.  ""...it glimmered, faint as a rising star struggling in heavy earthward mists, and then as its power waxed...it began to burn, and kindled to a silver flame, a minute heart of dazzling light...""-LotRIV ",-,-,-,-,-,-,-,1.0,-,-,Minor Item,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,Xing nogarasuPing ,-,Star-glass (TW),-,(TW),star-glass,Wizards/Starglass.jpg,0.0,1.0,1.0,-,[-],-,metw_starglass.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW228,DONE CARD,Uncommon,U,Stars,Stars,Estrellas,Tahdet,Etoiles,Sterne,Stelle,"Xing """,metw_stars.jpg,"Environment. Modify the prowess of one Undead attack by -1. Alternatively, if Gates of Morning is in play, until the end of the turn, treat one Dark-domain [d] as a Shadow-land [s] or one Shadow-land [s] as a Wilderness [w]. Cannot be duplicated. ",-,-,-,-,-,-1.0,-,-,-,-,Short-event,Environment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,"Xing """,-,Stars (TW),-,(TW),stars,Wizards/Stars.jpg,0.0,1.0,0.0,-,[-],-,metw_stars.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW229,DONE CARD,Common,CA1,Stealth,Stealth,Sigilo,Salavihkaisuus,Furtivite,Verbergen,Muoversi Silenziosamente,Mi yakasa,metw_stealth.jpg,"Scout only. Tap a scout to play at the end of the organization phase only if the scout's company size is less than three. No creature hazards may be played on his company this turn.  ""The wind was still. A little way off he heard a harsh laugh and the tread of many feet on the ground below.""-LotRI ",Scout,-,-,-,-,-,-,-,-,-,Short-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,Mi yakasa,-,Stealth (TW),-,(TW),stealth,Wizards/Stealth.jpg,0.0,1.0,0.0,-,[-],-,metw_stealth.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW157,DONE CARD,Uncommon,U,Sting,Sting,Dardo,Piikki,Dard,Stich,Pungolo,tsuranukiWan ,metw_sting.jpg,"Unique. Weapon. +1 prowess to a maximum of 8. +2 to a Hobbit's prowess to maximum of 8.  ""Sting flashed out, and the sharp elven-blade sparkled in the silver light, but at its edges a blue fire flickered.""-LotRIV ",Hobbit,-,-,-,-,12.0,-,1.0,-,unique,Minor Item,Weapon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,tsuranukiWan ,-,Sting (TW),-,(TW),sting,Wizards/Sting.jpg,0.0,1.0,0.0,-,[-],-,metw_sting.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW230,DONE CARD,Rare,R,Stone of Erech,Stone of Erech,Piedra de Erech,Erechin Kivi,Pierre d'Erech,Stein von Erech,Roccia d'Erech,erehinoShi ,metw_stoneoferech.jpg,"Unique. Playable at the Vale of Erech and if the Men of Lamedon are already in play. Discard if the Men of Lamedon leave play.  ""Then Elohir gave to Aragorn a silver horn, and he blew upon it; and it seemed to those that stood near that they heard a sound of answering horns, as if it was an echo in deep caves far away.""-LotRV ",-,2,-,-,-,-,-,-,-,unique,Permanent-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,erehinoShi ,-,Stone of Erech (TW),-,(TW),stone of erech,Wizards/StoneofErech.jpg,0.0,1.0,0.0,-,[-],-,metw_stoneoferech.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW231,DONE CARD,Uncommon,U,Sun,Sun,Sol,Aurinko,Soleil,Sonne,Sole,Tai Yang ,metw_sun.jpg,"Environment. The prowess of each Dunadan is modified by +1. Additionally, if Gates of Morning is in play, the prowess of each automatic-attack and hazard creature is modified by -1 and the prowess of each Man and Dunadan is modified by +1. Cannot be duplicated. ",-,-,-,-,-,-,-,-,-,-,Long-event,Environment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,Tai Yang ,-,Sun (TW),-,(TW),sun,Wizards/Sun.jpg,0.0,1.0,1.0,-,[-],-,metw_sun.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METW,Resource,Hero,TW158,DONE CARD,Common,CA2,Sword of Gondolin,Sword of Gondolin,Espada de Gondolin,Gondolinin Miekka,Epee de Gondolin,Schwert von Gondolin,Spada di Gondolin,gondorinnoJian ,metw_swordofgondolin.jpg,"Weapon. Warrior only. +2 prowess to a maximum of 8.  ""'They are old swords, very old swords of the High Elves of the West, my kin. They were made in Gondolin for the Goblin-wars.'""-Hob ",Warrior,2,-,-,-,2.0,-,2.0,-,-,Major Item,Weapon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(TW),0,0,0,gondorinnoJian ,-,Sword of Gondolin (TW),-,(TW),sword of gondolin,Wizards/SwordofGondolin.jpg,0.0,1.0,0.0,-,[-],-,metw_swordofgondolin.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
