Name	Set	Imagefile	Type	Class	Race	Skills	HomeSite	Mind	Influence	GI	Prowess	Body	Strikes	Playable	MP	SP	Magic	Specific	Corruption	Region	SitePath	Draw	OpponentDraw	Rarity	Text
Many-coloured Robes	WhiteHand	ManycolouredRobes	Stage Resource	Permanent-event												1		Saruman	1					U3	Unique. Saruman specific. Place this card on Saruman if he is in play. If on Saruman, he may tap during his end-of-turn phase to take Ringlore, Lordly Presence, or First of the Order from his discard pile to his hand. {cyan} UEP: Unique. Saruman specific. Place this card on Saruman if he is in play. If on Saruman, he may tap Many-coloured Robes during his end-of-turn phase to take Ringlore, Lordly Presence, or First of the Order from his discard pile to his hand.
Master of Shapes	WhiteHand	MasterofShapes	Stage Resource	Permanent-event					1	25	9	10				1		Radagast	-2					U3	Radagast specific. Shapeshifter. Place this card on Radagast if he is in play. Return this card to your hand: when you play another Shapeshifter card or, if you choose, during your organization phase. In addition to adopting the given attributes, Radagast's skills become Warrior/Ranger. Radagast's prowess is only modified by -1 when not tapping to face a strike. Radagast may bear, but may not use items.
Mischief in a Mean Way	WhiteHand	MischiefinaMeanWay	Stage Resource	Permanent-event											2	2								R3	Playable during the site phase on a Border-hold site if you have 10 or more stage points. This site becomes one of your Wizardhavens and loses all automatic-attacks. Nothing is considered playable as written on the site. If one of your companies is at this site, all attacks against it are canceled. Other Fallen-wizards may not use this site as a Wizardhaven. Discard this card when the site is discarded or returned to its location deck. It cannot be discarded otherwise. May not be played by a Dwarf-lord or Elf-lord player.
Never Refuse	WhiteHand	NeverRefuse	Stage Resource	Permanent-event												2								U3	All corruption checks by your non-Wizard characters caused by your magic cards are modified by +2.
Orome's Warders	WhiteHand	OromesWarders	Stage Resource	Permanent-event												3		Alatar						R2	Unique. Alatar specific. Playable on Alatar if Join the Hunt is in play. Your weapon/shield/armor/helmet items are each worth full marshalling points. Your allies with a prowess attribute are each worth full marshalling points. Your Elf factions are each worth 2 marshalling points.
Pallando's Apprentice	WhiteHand	PallandosApprentice	Stage Resource	Permanent-event												2		Pallando						U3	Unique. Pallando specific. Sage only. Playable on a non-Hobbit, non-Dwarf sage character at one of your Wizardhavens (or in your starting company). +1 to his direct influence. This character requires 2 points of influence to control and may only be controlled by general influence or Pallando. This character may tap to use a Palantír he bears.
Pallando's Hood	WhiteHand	PallandosHood	Stage Resource	Permanent-event												1		Pallando	1					U3	Unique. Pallando specific. Place this card on Pallando if he is in play. If on Pallando, you may tap Pallando's Hood during your end-of-turn phase to take Gifts as Given of Old, Wizard's Voice, or Eyes of Mandos from your discard pile to your hand.
Plotting Ruin	WhiteHand	PlottingRuin	Stage Resource	Permanent-event												3								C3	Playable if you have more than 7 stage points. You must use minion site cards for Hero Havens, Free-holds and Border-holds.
Pocketed Robes	WhiteHand	PocketedRobes	Stage Resource	Permanent-event												1		Radagast						U3	Unique. Radagast specific. Place this card on Radagast if he is in play. If on Radagast, you may tap Pocketed Robes during your end-of-turn phase to take Crept Along Cleverly, Wizard's River-horses, or Herb-lore from your discard pile to your hand.
Prophet of Doom	WhiteHand	ProphetofDoom	Stage Resource	Permanent-event											3	3		Pallando						R2	Pallando specific. Playable if you are Pallando and have at least 12 stage points and 5 factions in play. Pallando need not be at the appropriate site when making an influence attempt on an opponent's resource or character. Such an influence check is modified by half (rounded up) of Pallando's unused general influence (to a maximum of 10) instead of his unused direct influence. Subtract from the attempt the number of regions between Pallando's site and the site where the influence attempt would normally be made. Discard if you have fewer than 5 factions in play. Cannot be duplicated.
Radagast's Black Bird	WhiteHand	RadagastsBlackBird	Stage Resource	Ally		Scout/Diplomat 		2	3		2	8			1	2		Radagast						U3	Unique. Flying. Radagast specific. Playable at one of your Wizardhavens [{H}]. You may return Radagast's Black Bird to your hand: during your organization phase or if its controlling character leaves active play. Radagast may play this ally at any site (tapped or untapped) and need not tap himself or the site to do so. This ally may attempt to influence factions as if he were a character. He may cancel a strike directed against him - tapping afterwards if not already tapped.
Ring of Fire	WhiteHand	RingofFire	Stage Resource	Permanent-event												2		Gandalf						R2	Unique. Gandalf specific. Place this card on Gandalf if he is in play. If on Gandalf, you may tap Ring of Fire during your organization phase to take Narya from your discard pile to your hand.
Saruman's Machinery	WhiteHand	SarumansMachinery	Stage Resource	Permanent-event											1	4		Saruman						R3	Saruman specific. Playable, if you are Saruman, on your protected Isengard or your protected The White Towers. One Technology item is playable at the site during your site phase whether the site is tapped or untapped. Discard when this site is discarded or returned to your location deck. Cannot be duplicated on a given site.
Saruman's Ring	WhiteHand	SarumansRing	Stage Resource	Permanent-event												2		Saruman	1					R2	Unique. Saruman specific. Place this card on Saruman if he is in play. If on Saruman, you may tap Saruman's Ring during your end-of-turn phase to take a ring item (other than The One Ring) from your discard pile to your hand.
Shameful Deeds	WhiteHand	ShamefulDeeds	Stage Resource	Permanent-event												4								U3	Playable if you are not Alatar and have more than 6 stage points. Hazards with an asterisk [*] attack your companies normally, not as detainment. Such hazards your companies defeat while this card is in play give you full kill marshalling points. You receive no kill marshalling points from other hazards if this card is in play. Cannot be duplicated by a given player.
Shifter of Hues	WhiteHand	ShifterofHues	Stage Resource	Permanent-event					3	27	6	10				1		Radagast	-2					R3	Radagast specific. Shapeshifter. Place this card on Radagast if he is in play. Return this card to your hand: when you play another Shapeshifter card or, if you choose, during your organization phase. In addition to adopting the given attributes, Radagast's skills become Warrior/Diplomat. Radagast may not move. You may keep one more card than normal in your hand. Radagast can tap give +2 to the corruption checks of the characters in one company through your next organization phase (this company must be moving with at least one Wilderness in their site path). Radagast may bear, but may not use, items.
Spells Born of Discord	WhiteHand	SpellsBornofDiscord	Stage Resource	Permanent-event												2								U3	Your Fallen-wizard may use sorcery, spirit-magic, and shadow-magic. Cannot be duplicated by a given player.
Squire of the Hunt	WhiteHand	SquireoftheHunt	Stage Resource	Permanent-event							1	1				2		Alatar						U3	Unique. Alatar specific. Warrior only. Playable on one of your warrior characters at one of your Wizardhavens (or in your starting company). +1 to his direct influence. This character requires 2 points of influence to control and may only be controlled by general influence or Alatar.
Stave of Pallando	WhiteHand	StaveofPallando	Stage Resource	Permanent-event												2		Pallando	1					R2	Unique. Pallando specific. Place this card on Pallando if he is in play. If on Pallando, you may tap Stave of Pallando during your end-of-turn phase to take a faction from your discard pile to your hand.
The Forge-master	WhiteHand	TheForgemaster	Stage Resource	Permanent-event												2		Saruman						U3	Unique. Saruman specific. Playable on a non-Hobbit sage character or a Man. +1 to his direct influence. The character requires 2 points of influence to control and may only be controlled by general influence or Saruman. If at a Wizardhaven during your organization phase, you may tap this character to place a non-unique weapon/armor/ shield/helmet minor item with any character at The Forge-master's site. The recipient need not tap to receive this item, and the item may be taken from your discard pile, sideboard, or hand.
The Fortress of Isen	WhiteHand	TheFortressofIsen	Stage Resource	Permanent-event												3								U3	Unique. May not be a starting stage card. Playable if you are Alatar, Pallando, or Saruman. Playable on Isengard. Isengard is protected. Other Fallen-wizards may not use the Wizardhaven card for Isengard. Cards that give marshalling points are not playable at the site by your opponent in all cases. Discard this card when the site is discarded or returned to its location deck.
The Great Hunt	WhiteHand	TheGreatHunt	Stage Resource	Permanent-event											1	3		Alatar						R2	Alatar specific. Playable if you are Alatar and have at least 12 stage points. Your opponent reveals cards one at a time from his play deck or his discard pile (your choice). Any hazard creature revealed immediately attacks Alatar's company. This process stops when 5 creatures or all cards of the deck (or pile) have been revealed. Reshuffle play deck if used. Thereafter, your opponent discards face-up. Whenever your opponent discards a creature during your turn, you may choose to have it attack Alatar's company instead. Cannot be duplicated.
The Grey Hat	WhiteHand	TheGreyHat	Stage Resource	Permanent-event												1		Gandalf	1					U3	Unique. Gandalf specific. Place this card on Gandalf if he is in play. If on Gandalf, you may tap The Grey Hat during your end-of-turn phase to take New Friendship, Wizard's Test, or Hobbit-lore from your discard pile to your hand.
The White Hand	WhiteHand	TheWhiteHand	Stage Resource	Permanent-event					2		1	0			6	3		Saruman						R2	Saruman specific. Playable on Saruman if he has the following in play: at least 12 stage points, at least 3 factions, A Strident Spawn, and Saruman's Machinery. Cannot be duplicated.
Thrall of the Voice	WhiteHand	ThralloftheVoice	Stage Resource	Permanent-event												1								C4	Instead of a normal character, during your organization phase you may bring into play one character (including a minion agent) with up to a 6 mind. Place this card with the character. -1 to his mind to a minimum of 1. Such a character may also be in your starting company.
Truths of Doom	WhiteHand	TruthsofDoom	Stage Resource	Permanent-event												4		Pallando						U3	Unique. Pallando specific. Your general influence is increased by 6 points. You may only use 2 of these 6 points to control characters.
War-forges	WhiteHand	Warforges	Stage Resource	Permanent-event												2								U3	Playable on one of your protected Wizardhavens (not by Radagast). You may tap War-forges to make an additional non-hoard, non-unique minor item playable at this site this turn (if the site is tapped or not). The item may be taken from your discard pile or sideboard. Discard when this site is discarded or returned to your location deck. Cannot be duplicated on a given site.
Winged Change-master	WhiteHand	WingedChangemaster	Stage Resource	Permanent-event					8	19	3	9				1		Radagast	-2					R3	Radagast specific. Shapeshifter. Flying. Place this card on Radagast if he is in play. Return this card to your hand: when you play another Shapeshifter card or, if you choose, during your organization phase. In addition to adopting the given attributes, Radagast's skills become Scout/Diplomat. If no other characters or allies (except his Black Bird) are in his company: Radagast may move to a new site with no region card maximum, he has no site path, and he is considered to move through no regions. Radagast may bear, but may not use, items.
Wizard's Myrmidon	WhiteHand	WizardsMyrmidon	Stage Resource	Permanent-event												1								C3	Playable on one of your non-Fallen-wizard characters. +1 to his direct influence. The character requires 3 points of influence to control and may only be controlled by general influence or a Fallen-wizard. Cannot be duplicated by a given player. May not be played by a lord-player.
Wizard's Trove	WhiteHand	WizardsTrove	Stage Resource	Permanent-event												1								R3	You may play The White Tree at one of your Wizardhavens if Sapling of the White Tree is stored there. Place Wizard's Trove with The White Tree - which is worth full marshalling points. Your Wizardhaven becomes protected. Ignore the text of The White Tree. Alternatively, you may store one miscellaneous marshalling point card at one of your Wizardhavens. Any reference to the site where the card can normally be stored are transferred instead to the Wizardhaven. Place Wizard's Trove with the stored card - which is worth full marshalling points.
