Name	Set	Imagefile	Type	Class	Race	Skills	HomeSite	Mind	Influence	GI	Prowess	Body	Strikes	Playable	MP	SP	Magic	Specific	Corruption	Region	SitePath	Draw	OpponentDraw	Rarity	Text
Great Lord of Goblin-gate	AgainstShadow	GreatLordofGoblingate	Minion Resource	Ally				3			5	7			2									R2	Unique. Playable at Goblin-gate. Tap to give +2 prowess to all Orcs in its company: against one attack or in company versus company combat.
Hail of Darts	AgainstShadow	HailofDarts	Minion Resource	Short-event																				R2	Playable during the organization phase on a company. Each character tapping in support gives a +3 modification to prowess instead of the normal +1. Cannot be duplicated on a given company.
Haradrim	AgainstShadow	Haradrim2	Minion Resource	Faction	Man 										2									U2	Unique. Playable at Southron Oasis if the influence check is greater than 9. Modifications: Southrons (+2), Variags of Khand (-2).
Helm of Fear	AgainstShadow	HelmofFear	Minion Resource	Special Item											2									U2	Unique. Playable at a tapped or untapped Barad-dur and only on your Ringwraith (does not tap the site). Tap this item to cancel an attack against the Ringwraith's company. All body checks against the bearer are modified by -1.
Hoard Well-searched	AgainstShadow	HoardWellsearched	Minion Resource	Short-event																				C2	Scout only. Playable during the site phase on a company with a scout at a tapped site that contains a hoard. A minor or major item may be played.
Hold Rebuilt and Repaired	AgainstShadow	HoldRebuiltandRepaired	Minion Resource	Permanent-event																				C2	Playable during the site phase on a non-Dragon's lair, non-Under-deeps Ruins and Lairs. The site becomes a Shadow-hold and all automatic-attacks become detainment. Discard this card when the site is discarded or returned to its location deck. May not be played by a lord player.
Hounds of Sauron	AgainstShadow	HoundsofSauron	Minion Resource	Short-event													Shadow-magic							R2	Magic. Shadow-magic. Playable during the site phase by a shadow-magic using character in lieu of declaring an attack against a hero company. The hero company faces an attack of Wolves - 4 strikes at 8 prowess. Alternatively, playable on a non-automatic attack against a shadow-magic using character. The number of strikes is reduced to one. Caster makes a corruption check modified by -4.
Iron Shield of Old	AgainstShadow	IronShieldofOld	Minion Resource	Special Item											2				3					C2	Shield. Playable at any Under-deeps Shadow-hold or Ruins and Lairs. +2 to all rolls required for bearer's company to move to an adjacent Under-deeps site. Warrior only: tap this items to make one strike against the bearer ineffectual.
Itangast Roused	AgainstShadow	ItangastRoused	Minion Resource	Faction	Dragon 										6									R1	Unique. Manifestation of Itangast. Playable at Gold Hill if influence check is greater than 15. Modifications: influencer discards a major (+)4 or greater item (+8). Attacks by Itangast against any of your companies are canceled. Any company moving in Withered Heath, Grey Mountains Narrows, Iron Hills, and/or Northern Rhovanion faces one attack: Dragon - 3 strikes at 18/8 .
Join With That Power	AgainstShadow	JoinWithThatPower	Minion Resource	Short-event																				C3	Diplomat only. One influence check or corruption check by a character in a diplomat's company receives a bonus equal to the number of characters in the company minus one. Cannot be duplicated on a given check.
Legendary Stair	AgainstShadow	LegendaryStair	Minion Resource	Short-event																				C2	Playable if the company's new site is an Under-deeps site. At the end of the turn, the company may replace its new site card with its site of origin card.
Leucaruth Roused	AgainstShadow	LeucaruthRoused	Minion Resource	Faction	Dragon 										4									R1	Unique. Manifestation of Leucaruth. Playable at Irerock if influence check is greater than 12. Modifications: influencer discards a major (+3) or greater item (+6). Attacks by Leucaruth against any of your companies are canceled. Any company moving in Withered Heath, Grey Mountains Narrows, Iron Hills, and/or Northern Rhovanion faces one attack: Dragon - 2 strikes at 16/8.
Morgul-orcs	AgainstShadow	Morgulorcs	Minion Resource	Faction	Orc 										1									R2	Unique. Playable at Minas Morgul if influence check is greater than 8. Modifications: Ungol-orcs (-2), Orcs of Angmar (+2). Influence as 0 once in play.
Necklace of Girion *	AgainstShadow	NecklaceofGirion2	Minion Resource	Special Item											3				3					R2	Unique. Jewel. Playable at the Lonely Mountain. Bearer receives +3 DI against Men and Man Factions. If bearer is at a Border-hold during his site phase, he can make a corruption check, and, if successful, discard this item to play up to 3 non-unique minor and/or major items with his company. Characters need not tap.
Nuriags	AgainstShadow	Nuriags	Minion Resource	Faction	Man 										2									U2	Unique. Playable at Variag Camp if the influence check is greater than 9. Modifications: Haradrim (+2), Southrons (-2).
Old Treasure	AgainstShadow	OldTreasure	Minion Resource	Minor Item															1					C2	Hoard Item. Jewel. +1 DI. Discard this item to give +4 DI to bearer until the end of the turn.
Orcs of Dol Guldur	AgainstShadow	OrcsofDolGuldur	Minion Resource	Faction	Orc 										1									R2	Unique. Playable at Dol Guldur if the influence check is greater than 8. Modifications: Orcs of Moria (-2), Orcs of the Red Eye (+2). Influenced as 0 once in play.
Orders from Lugburz	AgainstShadow	OrdersfromLugburz	Minion Resource	Permanent-event																				U3	Playable on a company. May be played with a starting company in lieu of a minor item. This company may contain a Troll leader in addition to another leader. +1 to all corruption checks by followers of Troll leaders in this company. Discard is Ren is your Ringwraith or when a leader leaves the company. Cannot be duplicated on a given company.
Our Own Wolves	AgainstShadow	OurOwnWolves	Minion Resource	Short-event													Spirit-magic							R2	Magic. Spirit-magic. Playable on a company with a spirit-magic using character facing an attack. Each wolf ally gets +3 prowess against the attack. Following the attack, the controller of each wolf ally faces an attack: one strike with the ally's normal prowess +3. If the strike of an attack is successful, discard the wolf ally. Caster makes a corruption check modified by -3.
Padding Feet	AgainstShadow	PaddingFeet	Minion Resource	Permanent-event																				R2	Playable during  the site phase on a lone scout minion (no other characters or allies in his company) at the same site as an opponent hero company containing a hobbit. Also playable on a lone minion controlling Stinker. If during a following site phase target character is at the same site as the Hobbit, tap this card. This card never untaps. If then during a following site phase, target character is at the same site as the Hobbit, invert this card. If inverted, this card may be stored at a Darkhaven for 5 MP.
Petty-dwarves	AgainstShadow	Pettydwarves2	Minion Resource	Faction	Dwarf 										3									R2	Unique. Playable at The Worthy Hills if the influence check is greater than 11.
Powers Too Dark and Terrible	AgainstShadow	PowersTooDarkandTerrible	Minion Resource	Permanent-event																				R2	Playable if you are Sauron. Once each of your turns, you may choose any character you control bearing a mind ring or special item to use sorcery, shadow-magic or spirit- magic for the purposes of playing one magic card. Additionally, the corruption checks of all hero spells are modified by -1. Cannot be duplicated. Discard when any play deck is exhausted.
Records Unread	AgainstShadow	RecordsUnread	Minion Resource	Minor Item															1					C2	Lost Knowledge. Cannot be included with a starting company. Discard: to untap a Shadow-hold or to make an Information playable at any Shadow-hold. Cannot be duplicated in a company.
Regiment of Black Crows	AgainstShadow	RegimentofBlackCrows	Minion Resource	Ally				1							1									C3	Flying. Playable at a tapped or untapped non-Under-deeps Ruins and Lairs. Discard if its controller is wounded. Tap to cancel a hazard creature attack not keyed to a site and to put the creature's card back in its player's hand. Cannot be duplicated.
Riven Gate	AgainstShadow	RivenGate	Minion Resource	Short-event													Sorcery							R2	Magic. Sorcery. Playable on a sorcery-using character when facing the automatic-attacks at a Border-hold. All automatic-attacks at the site are canceled, and any influence attempt against a faction at the site this turn is modified by +2. Character makes a corruption check modified by -4.
Sack Over the Head	AgainstShadow	SackOvertheHead	Minion Resource	Permanent-event																				U3	Playable on a Troll minion whose company is attacking a hero company with at least one Dwarf or Hobbit. For each successful strike against a Dwarf or Hobbit, the character is not wounded, but rather placed off to the side. Target Troll cannot move to a Haven. At the start of your turn, make a roll for each character placed with this card. if the result is greater than 8, the character is eliminated. If Troll is wounded or removed from play, discard this card and the surviving Dwarves and Hobbits form a company at the Troll's current site.
Secret Book	AgainstShadow	SecretBook	Minion Resource	Minor Item															1					C2	Lost Knowledge. Cannot be included with a starting company. Discard: to untap a Free-hold or Border-hold or to make Information playable at any Ruins and Lairs. Cannot be duplicated in a company.
Steeds	AgainstShadow	Steeds	Minion Resource	Short-event																				R2	Playable during the organization phase on a moving covert company. The hazard limit is decreased by two (to a minimum of 2). The prowess of any hazard creatures played against the company this turn is modified by 1.
The Ash Mountain Deeps	AgainstShadow	TheAshMountainDeeps	Minion Resource	Short-event																				C2	Ranger only. If his company uses region movement, it may move as if the following regions are adjacent: Dagorlad and Gorgoroth, Horse Plains and Gorgoroth. The company faces a detainment attack at the beginning of its movement/hazard phase: Orcs - 4 strikes at 6. Alternatively, if the site moved to is in one of the regions listed above, the hazard limit is reduced by one (to a minimum of 2).
The Balrog	AgainstShadow	TheBalrog	Minion Resource	Ally		Warrior		6			13	9			4									R2	Unique. Playable by a non-Ringwraith character at the Under-gates. Discard if its company moves to a non-Under-deeps site. During your organization phase, your opponent makes a roll and subtracts two. If the result is greater than the mind of this ally's controlling character, the character is eliminated.
The Dark Power	AgainstShadow	TheDarkPower	Minion Resource	Short-event																				U3	Playable only if you are Sauron. +3 to an influence check against a faction. If the check is not successful, shuffle the faction into your play deck.
The Great Eye	AgainstShadow	TheGreatEye	Minion Resource	Long-event																				R2	Playable if you are Sauron. Hazard limit against all companies is decreased by one (to a minimum of two). If this card is in play, you can discard it to target and cancel the play of a hazard event played by your opponent.
The Misty Mountain Deeps	AgainstShadow	TheMistyMountainDeeps	Minion Resource	Short-event																				C2	Ranger only. If his company uses region movement, it may move as if the following regions were adjacent: Rhudaur and Anduin Vales, Rhudaur and Wold & Foothills, Hollin and Wold & Foothills, Hollin and Fangorn, Dunland and Fangorn. Alternatively, if the site moved to is one of the regions listed above, the hazard limit is reduced by two (to a minimum of two).
The Mountains of Shadow Deeps	AgainstShadow	TheMountainsofShadowDeeps	Minion Resource	Short-event																				C2	Ranger only. If his company uses region movement, it may move as if the following regions were adjacent: Ithilien and Gorgoroth, Ithilien and Nurn, Harondor and Nurn. The company faces a detainment attack - Orcs - 4 strikes at 6 prowess. Alternatively, if the site moved to is one of the regions listed above, the hazard limit is reduced by two (to a minimum of two).
The Tormented Earth	AgainstShadow	TheTormentedEarth	Minion Resource	Short-event													Sorcery							U3	Magic. Sorcery. Playable on a sorcery-using character facing a non-automatic-attack. Cancels the attack or gives the attack -3 prowess, your choice. Unless he is a Ringwraith, character makes a corruption check modified by -4. Cannot be duplicated against a given attack.
The Undeeps of Anduin	AgainstShadow	TheUndeepsofAnduin	Minion Resource	Short-event																				C2	Ranger only. Playable during the organization phase on a ranger. If his company uses region movement, it may move as if the following pairs of regions were adjacent: Rohan and Dagorlad, Anorien and Dagorlad, Lebennin and Ithilien, Lebennin and Harondor. Alternatively, if the site moved to is in one of the regions listed above, the hazard limit is reduced by two (to a minimum of two).
The Under-roads	AgainstShadow	TheUnderroads	Minion Resource	Long-event																				C2	The roll required for minions to move between adjacent Under-deeps sites is decreased by 3. Discards and prohibits the subsequent play of The Way is Shut.
The White Mountain Cavern-ways	AgainstShadow	TheWhiteMountainCavernways	Minion Resource	Short-event																				C2	Ranger only. Playable during the organization phase on a ranger. If his company uses region movement, it may move as if the following pairs of regions were adjacent: Old Pukel-land and Anfalas, Rohan and Lamedon, Rohan and Anfalas, Anorien and Lamedon. Alternatively, if the site moved to is in one of the regions listed above, the hazard limit is reduced by two (to a minimum of two).
Thong of Fire	AgainstShadow	ThongofFire	Minion Resource	Greater Item											3				3					R2	Unique. Hoard Item. Weapon. May only be borne by a character with a prowess of 6 or more. Warrior only: +1 body; +1 prowess; if bearer chooses not to tap against a strike, he receives no prowess penalty.
Thrall-ring	AgainstShadow	Thrallring	Minion Resource	Minor Item															2					R2	Mind Ring. -1 mind, +1 DI. Cannot be duplicated on a given character.
Thror's Map	AgainstShadow	ThrorsMap2	Minion Resource	Minor Item															1					U2	Unique. Discard Thror's Map to untap a site with a Dragon automatic-attack.
Tokens to Show	AgainstShadow	TokenstoShow	Minion Resource	Permanent-event																				C2	Minion characters may store resources (items and events) during the end-of-turn phase as though it were their organization phase. Cannot be duplicated. Discard when any play deck is exhausted.
Treason the Greatest Foe	AgainstShadow	TreasontheGreatestFoe	Minion Resource	Permanent-event											4									R2	Playable during the site phase on a minion if a non-Wizard hero is at the same site and the hero and minion have the same home site. Make a roll (draw a #). If the result plus target minion's unused direct influence is greater than the hero's mind plus his player's unused general influence, discard the hero (and all cards he controls) and place this card in your marshalling point pile. Otherwise, discard this card.
Tribute Garnered	AgainstShadow	TributeGarnered	Minion Resource	Permanent-event											1									C2	Playable on a faction in play. That faction gives an additional miscellaneous marshalling point. Cannot be duplicated on a given faction. Discard when any play deck is exhausted.
Troth-ring	AgainstShadow	Trothring	Minion Resource	Minor Item															2					R2	Mind Ring. -1 mind, -1 to body checks. Cannot be duplicated on a given character.
Use Your Legs	AgainstShadow	UseYourLegs	Minion Resource	Permanent-event											-3									R2	Playable on an Orc minion whose company is attacking a hero company with at least one Hobbit. For each successful strike against a Hobbit, the character is not wounded, but rather placed "off to the side" with this card. Discard if no characters are placed with this card. Make a roll (draw a #) during your end-of-turn phase. If the result is less than 7, discard this card. If target Orc is wounded or removed from active play, discard this card. If this card is discarded, the surviving Hobbits immediately form a company at the Orc's current site or new site. MPs are awarded if stored at Barad-dur, and the Hobbits are then eliminated.
Usriev of Treachery	AgainstShadow	UsrievofTreachery	Minion Resource	Major Item											1				1					C3	Hoard Item. Weapon. Bearer must have a prowess of 5 or greater to wield this item. Warrior only: +1 prowess to a maximum of 8 (+2 vs. Elves to a maximum of 9). Bearer may choose to face 2 strikes from 1 attack.
Wain-easterlings	AgainstShadow	Waineasterlings2	Minion Resource	Faction	Man 										2									U2	Unique. Playable at Easterling Camp if the influence check is greater than 9. Modifications: Easterlings (+2), Nuriags (-2).
Well-preserved	AgainstShadow	Wellpreserved	Minion Resource	Permanent-event													Shadow-magic							U3	Magic. Shadow-magic. Playable on a wounded character in a company with a shadow-magic-using character. Wounded character becomes untapped with -1 to body. Discard at the end of his untap phase if at a Darkhaven. Unless the shadow-magic-user is a Ringwraith, he makes a corruption check modified by -3.
World Gnawed by the Nameless	AgainstShadow	WorldGnawedbytheNameless	Minion Resource	Short-event																				R2	Playable during the movement/hazard phase on a company moving to an Under-deeps site. At the end of its movement/hazard phase, target company attempts to move to an additional Under-deeps site which it has not attempted to move to yet this turn. Another site card is played and a movement/hazard phase immediately follows. Return this card to your hand. All hazard creatures the company faces this turn keyed to Shadow-holds attack normally, not as detainment. May not be played by a lord player.
Dancing Spire (M)	AgainstShadow	DancingSpire2	Minion Site	{R}																Withered Heath	{d}{w}{w}{w}	2	2	U2	Nearest Darkhaven: Dol Guldur. Playable: Items (minor, major, greater, gold ring). Automatic-attacks: Dragon - 2 strikes with 11 prowess.
Eagles' Eyrie (M)	AgainstShadow	EaglesEyrie2	Minion Site	{F}																Anduin Vales	{d}{s}	1	2	U2	Nearest Darkhaven: Dol Guldur. Playable: Information, Items (minor, major). Automatic-attacks: Animals - 2 strikes with 10 prowess (attacker chooses defending characters).
Edhellond (M)	AgainstShadow	Edhellond2	Minion Site	{F}																Anfalas	{w}{w}{w}	3	5	R2	Nearest Darkhaven: Geann a-Lisch. Playable: Information, Items (minor, major, greater). Automatic-attacks: Elves - 4 strikes with 7 prowess; Dunedain - 3 strikes with 10 prowess. Special: Any company moving to this site has its hazard limit increased by 2. A minion company may not attack another company at this site. A Ringwraith may not move to this site. Special: Port
Framsburg (M)	AgainstShadow	Framsburg2	Minion Site	{R}																Anduin Vales	{d}{s}	1	2	R2	Nearest Darkhaven: Dol Guldur. Playable: Items (minor). Automatic-attacks: Men - 1 strike with 10 prowess. Special: The first minor item played at this site each turn does not tap the site. Contains a hoard. Special: Port-on-Anduin
Gold Hill (M)	AgainstShadow	GoldHill2	Minion Site	{R}																Withered Heath	{d}{w}{w}{w}	2	2	U2	Nearest Darkhaven: Dol Guldur. Playable: Items (minor, major, greater, gold ring). Automatic-attacks: Dragon - 1 strike with 15 prowess.
Grey Havens (M)	AgainstShadow	GreyHavens2	Minion Site	{F}																Lindon	{s}{w}{f}	2	3	R2	Nearest Darkhaven: Carn Dum. Playable: Information, Items (minor, major, greater). Automatic-attacks: Elves - 3 strikes with 8 prowess; Elves - 2 strikes with 10 prowess. Special: Any company moving to this site has its hazard limit increased by 2. A minion company may not attack another company at this site. A Ringwraith may not move to this site. Special: Port
Himring (M)	AgainstShadow	Himring2	Minion Site	{R}																Elven Shores	{w}{c}{c}	3	3	U2	Nearest Darkhaven: Geann a-Lisch. Playable: Items (minor, major). Automatic-attacks: Undead - 1 strike with 8 prowess; each character wounded must make a corruption check modified by -2. Special: An overt company must tap an untapped character (if available) if this site is revealed as its new site.
Irerock (M)	AgainstShadow	Irerock2	Minion Site	{R}																Withered Heath	{d}{w}{w}{w}	2	2	U2	Nearest Darkhaven: Dol Guldur. Playable: Items (minor, major, greater, gold ring). Automatic-attacks: Dragon - 1 strike with 14 prowess.
Isle of the Ulond (M)	AgainstShadow	IsleoftheUlond2	Minion Site	{R}																Andrast Coast	{w}{w}{c}	2	2	U2	Nearest Darkhaven: Geann a-Lisch. Playable: Information, Items (minor, major). Automatic-attacks: Dragon - 1 strike with 14 prowess. Special: An overt company must tap an untapped character (if available) if this site is revealed as its new site.
Isles of the Dead that Live (M)	AgainstShadow	IslesoftheDeadthatLive2	Minion Site	{R}																Eriadoran Coast	{w}{c}	1	2	U2	Nearest Darkhaven: Geann a-Lisch. Playable: Items (minor, major, gold ring). Automatic-attacks: Undead - 2 strikes with 8 prowess; each character wounded must make a corruption check modified by -2. Special: A covert company must tap an untapped character (if available) if this site is revealed as its new site.
Lorien (M)	AgainstShadow	Lorien2	Minion Site	{F}																Wold & Foothills	{d}{s}{w}	2	4	R2	Nearest Darkhaven: Dol Guldur. Playable: Information, Items (minor, major, greater, gold ring). Automatic-attacks: Elves - 4 strikes with 8 prowess; Elves - 3 strikes with 9 prowess; Elves - 2 strikes with 10 prowess. Special: Any company moving to this site has its hazard limit increased by 2. A minion company may not attack another company at this site. A Ringwraith may not move to this site. Special: Port-on-Anduin
Old Forest (M)	AgainstShadow	OldForest2	Minion Site	{B}																Cardolan	{s}{w}{w}	2	2	U2	Nearest Darkhaven: Carn Dum. Playable: Items (minor, major). Automatic-attacks: Maia - 2 strikes with 15 prowess (cannot be canceled).
Ovir Hollow (M)	AgainstShadow	OvirHollow2	Minion Site	{R}																Grey Mountain Narrows	{d}{w}{w}{s}	2	2	U2	Nearest Darkhaven: Dol Guldur. Playable: Items (minor, major). Automatic-attacks: Dragon - 1 strike with 12 prowess.
Rhosgobel (M)	AgainstShadow	Rhosgobel2	Minion Site	{F}																Southern Mirkwood	{d}	1	1	R2	Nearest Darkhaven: Dol Guldur. Playable: Information, Items (minor). Automatic-attacks: Maia - 1 strike with 13 prowess; Maia - 1 strike with 13 prowess. Special: If the Wizard card Radagast is in play, the automatic-attacks are removed.
Rivendell (M)	AgainstShadow	Rivendell2	Minion Site	{F}																Rhudaur	{s}{w}	1	3	R2	Nearest Darkhaven: Carn Dum. Playable: Information, Items (minor, major, greater, gold ring). Automatic-attacks: Elves - 4 strikes with 8 prowess; Dunedain - 3 strikes with 10 prowess. Special: Any company moving to this site has its hazard limit increased by 2. A minion company may not attack another company at this site. A Ringwraith may not move to this site.
The Gem-deeps (M)	AgainstShadow	TheGemdeeps2	Minion Site	{R}																Under-deeps		2	3	R2	Playable: Items (minor, major, gold ring). Automatic-attacks: Undead (1st attack) - 3 strikes with 9 prowess; (2nd attack) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to a Shadow-hold. Special: Any Undead creature or Pukel-creature may be played at this site. Adjacent Sites:  Glittering Caves (0), The Pukel-deeps (9), The Under-gates (6).
The Iron-deeps (M)	AgainstShadow	TheIrondeeps2	Minion Site	{D}																Under-deeps		1	1	U2	Playable: Items (minor). Automatic-attacks: Trolls - 3 strikes with 10 prowess (detainment)."Adjacent Sites:  Carn Dum (0), The Under-leas (5), The Under-vaults (6).
The Pukel-deeps (M)	AgainstShadow	ThePukeldeeps2	Minion Site	{R}																Under-deeps		2	3	R2	Playable: Items (minor, major, greater, gold ring). Automatic-attacks: Pukel-creature (1st attack) - 2 strikes with 11 prowess; (2nd attack) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to a Shadow-hold. Special: Any Undead creature or Pukel-creature may be played at this site. Adjacent Sites:  Dunharrow (0), The Gem-deeps (9), The Sulfur-deeps (9).
The Sulfur-deeps (M)	AgainstShadow	TheSulfurdeeps2	Minion Site	{D}																Under-deeps		1	1	U2	Playable: Items (minor). Automatic-attacks: Trolls - 2 strikes with 10 prowess (detainment)."Adjacent Sites:  Dol Guldur (0), The Under-courts (4), The Pukel-deeps (9), The Under-gates (4), The Under-galleries (7).
The Under-courts (M)	AgainstShadow	TheUndercourts2	Minion Site	{D}																Under-deeps		1	1	U2	Playable: Items (minor). Automatic-attacks: Trolls - 3 strikes with 10 prowess (detainment)."Adjacent Sites:  Barad-dur (0), The Sulfur-deeps (4), The Under-galleries (4).
The Under-galleries (M)	AgainstShadow	TheUndergalleries2	Minion Site	{D}																Under-deeps		2	2	U2	Playable: Information, Items (minor). Automatic-attacks: Trolls - 4 strikes with 10 prowess (detainment)."Adjacent Sites:  Any site in Udun (0), The Sulfur-deeps (7), The Under-courts (4).
The Under-gates (M)	AgainstShadow	TheUndergates2	Minion Site	{S}																Under-deeps		2	2	U2	Playable: Items (minor, major). Automatic-attacks: Balrog (1st attack) - 2 strikes with 16 prowess; (2nd attack) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to a Ruins and Lairs. Special: Non-Nazgul creatures played at this site attack normally, not as detainment. If a manifestation of Balrog of Moria is in play or defeated, the first automatic-attack is canceled. Adjacent Sites:  Moria (0), The Gem-deeps (6), The Sulfur-deeps (4), The Under-grottos (7), The Under-leas (5).
The Under-grottos (M)	AgainstShadow	TheUndergrottos2	Minion Site	{R}																Under-deeps		1	3	U2	Playable: Items (minor, major, gold ring). Automatic-attacks: Orcs (1st attack) - 4 strikes with 7 prowess; (2nd attack) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to a Shadow-hold. Special: When a gold ring is tested in a company at this site, the result of the roll is modified by +1. Adjacent Sites:  Goblin-gate (0), The Under-gates (7), The Under-leas (7).
The Under-leas (M)	AgainstShadow	TheUnderleas2	Minion Site	{S}																Under-deeps		2	2	U2	Playable: Items (minor, major). Automatic-attacks: Orcs (1st attack) - 5 strikes with 7 prowess (detainment against overt company); (2nd attack) Opponent may play as an automatic- attack one non- unique hazard creature from his hand normally keyed to a Ruins and Lairs. Special: Non-Nazgul creatures played at this site attack normally, not as detainment. Adjacent Sites:  Mount Gundabad (0), The Iron-deeps (5), The Under-gates (5), The Under-grottos (7), The Under-vaults (6).
The Under-vaults (M)	AgainstShadow	TheUndervaults2	Minion Site	{R}																Under-deeps		1	2	U2	Playable: Items (minor, major). Automatic-attacks: Undead (1st attack) - 3 strikes with 8 prowess; (2nd attack) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to a Shadow-hold. Special: Any Undead creature may be played at this site. Adjacent Sites:  Mount Gram (0), The Iron-deeps (6), The Under-leas (6).
Tolfalas (M)	AgainstShadow	Tolfalas2	Minion Site	{R}																Mouths of the Anduin	{s}{w}{w}{c}	2	2	U2	Nearest Darkhaven: Minas Morgul. Playable: Items (minor, major, greater*) *-Scroll of Isildur only. Automatic-attacks: Undead - 3 strikes with 7 prowess; each character wounded must make a corruption check modified by -2. Special: An overt company must tap an untapped character (if available) if this site is revealed as its new site.
Weathertop (M)	AgainstShadow	Weathertop2	Minion Site	{R}																Arthedain	{s}{w}	1	1	U2	Nearest Darkhaven: Carn Dum. Playable: Information. Automatic-attacks: Wolves - 2 strikes with 6 prowess.
Wellinghall (M)	AgainstShadow	Wellinghall2	Minion Site	{F}																Fangorn	{d}{s}{w}{w}	2	3	U2	Nearest Darkhaven: Dol Guldur. Playable: Items (minor, major). Automatic-attacks: Awakened Plant - 2 strikes with 10 prowess, Awakened Plant - 2 strikes with 10 prowess.
