Name	Set	Imagefile	Type	Class	Race	Skills	HomeSite	Mind	Influence	GI	Prowess	Body	Strikes	Playable	MP	SP	Magic	Specific	Corruption	Region	SitePath	Draw	OpponentDraw	Rarity	Text
Eyes of Mandos	DarkMinions	EyesofMandos	Hero Resource	Short-event																				R3	Playable on Pallando during the organization phase. Tap Pallando and reveal up to 8 cards from the top of your play deck. Choose one to put into your hand and shuffle the remaining ones into your play deck.
Face out of Sight	DarkMinions	FaceoutofSight	Hero Resource	Long-event																				C1	All on-guard cards are returned to owner's hands. At the end of any turn, all wounded and tapped agents are returned to their owner's hands. Cannot be duplicated.
Fate of the Ithil-stone	DarkMinions	FateoftheIthilstone	Hero Resource	Permanent-event											-7									R2	Playable on a company at Minas Tirith if the company discards (for no effect) a Lost Knowledge card it controls. Tap this card if the company plays a Palantir; this card never untaps. If this card is tapped, invert it on the playing surface (rotate it 180 degrees) if the company enters Barad-dur and plays a Stolen Knowledge card during the same site phase. If this card is inverted, it can be stored at a Haven-only if stored do you receive its marshalling points. If this card is stored, all Palantiri give one less corruption point. Once inverted, no other copy of this card can be inverted.
Fifteen Birds in Five Firtrees	DarkMinions	FifteenBirdsinFiveFirtrees	Hero Resource	Short-event																				R3	Playable on a moving company facing a non-unique hazard creature if Gates of Morning is in play. All attacks of the creature are cancelled and all attacks of the next non-unique hazard creature the company faces this turn are also cancelled. An untapped character in the company must tap to face any strike from a subsequent hazard creature attack for the rest of the turn. The company must do nothing during its site phase unless it contains a Wizard or you discard Eagle-mounts from your hand. Cannot be duplicated on a given turn.
Fireworks	DarkMinions	Fireworks	Hero Resource	Permanent-event																				C2	Ritual. Playable on an untapped sage at a tapped Border-holdor Free-hold. Tap sage. Make a roll (draw a #) and add the mind of the sage (+10 if a Wizard)-if the result is greater than 12, the site untaps. The next time the sage would otherwise become untapped, make him tapped instead and discard this card.
First of the Order	DarkMinions	FirstoftheOrder	Hero Resource	Short-event																				R3	Playable on Saruman. Saruman receives +2 to all corruption checks for the rest of the turn.
Forewarned Is Forearmed	DarkMinions	ForewarnedIsForearmed	Hero Resource	Permanent-event																				C2	Any non-Dragon Lair site with more than one automatic-attack is reduced to having one automatic-attack of the hazard player's choice. Any creature or other hazard with more than one attack is reduced to one attack of the hazard player's choice. Discard when such an isolated attack is defeated. Cannot be duplicated.
Forgotten Scrolls	DarkMinions	ForgottenScrolls	Hero Resource	Minor Item															1					C2	Lost Knowledge. Can also be played at Minas Tirith if the site is tapped. Cannot be included with a starting company. After this item is played, the bearer faces an attack (cannot be cancelled): Trap - 1 strike with 8 prowess (weapons do not modify prowess against this strike). If its bearer is at a Ruins & Lairs, discard Forgotten Scrolls to make information playable at the site until the end of the turn.
Free to Choose	DarkMinions	FreetoChoose	Hero Resource	Permanent-event																				C2	Playable on an item that normally gives 3 corruption points or more. Target item gives 2 fewer corruption points (3 fewer if Gates of Morning is in play). Discard after its bearer makes a corruption check. Cannot be duplicated on a given item.
Gems of Arda	DarkMinions	GemsofArda	Hero Resource	Special Item											3				3					R3	Ore. Playable at The Gem-deeps. If you have a stored Vein of Arda, playable at any Under-deeps site. During any organization phase in which you store Gems of Arda, you may immediately tap a character in the same company and play with him a non-special item from your hand or discard pile. This item must be identical to an item that your opponent has already stored. Your opponent's stored item is discarded, and you may never store the item you played.
Hall of Fire	DarkMinions	HallofFire	Hero Resource	Permanent-event																				C2	Playable on a Haven. Any company at this Haven immediately following its movement/hazard phase may choose for one of its characters to untap or heal (from wounded to tapped). Discard Hall of Fire when the site card is returned to the location deck.
Healing of Nimrodel	DarkMinions	HealingofNimrodel	Hero Resource	Short-event																				C2	Playable during the organization phase on a moving company whose site of origin is a Haven. If the company moves to another Haven this turn, at the end of the movement/hazard phase all wounded characters in the company heal (from wounded to untapped) and all tapped characters untap.
Herb-lore	DarkMinions	Herblore	Hero Resource	Permanent-event																				R3	Lore. Playable on Radagast while moving during his movement/hazard phase if there is at least one Wilderness in his site path. If untapped, tap Radagast afterwards. During any organization phase, Radagast can tap and discard this card to heal all characters in his company from wounded to untapped and to untap all tapped characters.
Here Is a Snake!	DarkMinions	HereIsaSnake	Hero Resource	Short-event																				C2	Playable on a company during its movement/hazard phase after cards have been drawn. Opponent may reveal to you any number of hazards from his hand. He may only play hazards he revealed to you (including on-guard cards) for the remainder of target company's movement/hazard phase. Alternatively, a face-down agent is tapped and revealed.
Hidden Knife	DarkMinions	HiddenKnife	Hero Resource	Short-event																				C1	Playable on any face-up agent during your site phase. You may play a hazard creature from your hand keyed to a face-up agent's current site which immediately attacks the agent as if the agent were a character. You do not receive marshalling points if the agent is eliminated.
Hobbit-lore	DarkMinions	Hobbitlore	Hero Resource	Permanent-event																				R3	Lore. Playable on Gandalf during the organization phase while at a Haven. If untapped, tap Gandalf afterwards. He receives +2 direct influence against Hobbits and Hobbit factions. {cyan} UEP: Playable on Gandalf during the organization phase. If untapped, tap Gandalf afterwards. He receives +2 direct influence against Hobbits and Hobbit factions.
Horns, Horns, Horns	DarkMinions	HornsHornsHorns	Hero Resource	Short-event																				C1	Each player removes all factions from his discard pile and shuffles them into his play deck.
Hour of Need	DarkMinions	HourofNeed	Hero Resource	Short-event																				R3	Playable on an untapped non-warrior, non-Wizard diplomat during the organization phase if you have a faction in your hand. Play a faction from your hand. Tap diplomat who then makes an influence attempt on this faction. Count out the number of contiguous regions from the diplomat's site to the site where the faction is normally playable (including the regions containing both sites)-subtract two plus this number from the diplomat's attempt. If the attempt is unsuccessful, discard the diplomat and faction.  May not be played by a Dwarf-lord or Elf-lord player.
Hundreds of Butterflies	DarkMinions	HundredsofButterflies	Hero Resource	Short-event																				C2	Playable on a moving character during his movement/hazard phase. Untap the character and increase the hazard limit against his company by one.
I Know Much about You	DarkMinions	IKnowMuchaboutYou	Hero Resource	Short-event																				C2	Cancels any agent attack or any hazard effect that requires tapping an agent declared earlier in the same chain of effects or one attack from a hazard creature with multiple attacks (e.g., Slayer, Nameless Thing).
Into Dark Tunnels	DarkMinions	IntoDarkTunnels	Hero Resource	Short-event																				C1	Playable at the end of the movement/hazard phase on a company that has moved to an Under-deep site. That company may attempt to move to an additional site on the same turn. Another site card may be played and a movement/hazard phase immediately follows.
Into the Smoking Cone	DarkMinions	IntotheSmokingCone	Hero Resource	Permanent-event											-6									R2	Playable on a company with a sage during the site phase at a site where gold ring items are playable. Tap this card if the company plays a ring special item; this card never untaps. If this card is tapped, the company can discard (for no effect) a Lost Knowledge card it controls during its site phase at Mount Doom and invert this card on the playing surface (rotate it 180 degrees). If inverted, you can store this card at a Haven-only if stored do you receive its marshalling points. If stored, all ring items give one less corruption point. Once inverted, no other copy of this card can be inverted.
Knowledge of the Enemy	DarkMinions	KnowledgeoftheEnemy	Hero Resource	Permanent-event											-1									U3	Stolen Knowledge. Playable on an untapped character at a Shadow-hold or Dark- hold or if his company faced an agent attack and all of its strikes failed. Tap character. Can be stored at a Haven-only if stored do you receive its marshalling point. If stored, you may discard this card and force one non-unique hazard to be removed from play as you see your opponent discard it through a mechanism of the game.
Leaf Brooch	DarkMinions	LeafBrooch	Hero Resource	Special Item															1					C2	Only playable at Lorien. If a non-special item must be discarded from the company of Leaf Brooch's bearer (according to any hazard or resource effect), you may discard Leaf Brooch instead to fulfill this requirement.
Lindion the Oronin	DarkMinions	LindiontheOronin	Hero Resource	Ally		Warrior 		2			3	9			1									U2	Unique. Maia. Playable at Stone-circle. Tap Lindion to cancel an Animal or Spider attack. Eagle-mounts can be played on his company regardless of their site or the presence of a diplomat.
Lost Tome	DarkMinions	LostTome	Hero Resource	Minor Item															1					C2	Lost Knowledge. Cannot be included with a starting company. After this item is played, the bearer faces an attack (cannot be cancelled): Trap - 1 strike with 9 prowess (weapons do not modify prowess against this strike). If its bearer is at a Shadow-hold or Dark-hold, discard Lost Tome to make information playable at the site until the end of the turn.
Mallorn	DarkMinions	Mallorn	Hero Resource	Permanent-event											3									R2	Unique. Playable at Bag End only if Earth of Galadriel's Orchard is stored there. Bag End becomes a Haven for the purposes of healing and bringing characters into play. Bag End can untap during its owner's untap phase. If Bag End is discarded, return it to its location deck. All Hobbit factions are worth +1 marshalling points.
Memories Recalled	DarkMinions	MemoriesRecalled	Hero Resource	Short-event																				C2	Playable on a character with a sage in his company. All dark enchantments on target character are discarded. Alternatively, a sage can tap and you can discard this card from your hand to fulfill the requirement that Lost Knowledge be discarded for any card played with the sage's company.
Mistress Lobelia	DarkMinions	MistressLobelia	Hero Resource	Ally		Scout 		3			0	9			1									U2	Unique. Manifestation of Lobelia Sackville-Baggins. May only be played at Bag End or Bree. Discard this card if her company moves to any site other than Bree, Old Forest, The White Towers, or a site in The Shire. Tap Mistress Lobelia to search your discard pile or play deck for any one item, ally, or faction playable at her current site. Place the resource in your hand and reshuffle your play deck.
Mithril	DarkMinions	Mithril	Hero Resource	Special Item											3(7)				3					R2	Unique. Ore. Playable with a Sage or Dwarf only during the site phase at The Under- gates if you have a stored Vein of Arda. Sage or Dwarf may not untap until Mithril is stored at a Haven. Mithril is worth 7 marshalling points when stored. During any organization phase in which you store Mithril, you may immediately tap a character in the same company and play with him a non-unique, non-special weapon, armor, shield, or helmet from your hand or discard pile. When Mithril is stored, each Dwarf in play must immediately make a corruption check modified by -3.
More Alert than Most	DarkMinions	MoreAlertthanMost	Hero Resource	Permanent-event																				C2	The number of strikes of any attack that chooses defending characters is reduced by one (to a minimum of one)-by 2 if Gates of Morning is in play. Discard when such an attack is defeated. Cannot be duplicated.
Necklace of Girion	DarkMinions	NecklaceofGirion	Hero Resource	Special Item					(+4)						4				3					R2	Unique. Jewel. Only playable at The Lonely Mountain. Bearer receives +3 direct influence against Dwarves/Men and Dwarf/Man factions. If bearer is at a Free- hold or Border-hold, he can make a corruption check, and, if successful, you may discard Necklace of Girion to play any non-special item from your hand with its bearer.
No Waiting to Wonder	DarkMinions	NoWaitingtoWonder	Hero Resource	Short-event																				C2	Playable on an untapped Hobbit when another character in his company is facing a strike (during other character's strike sequence). Tap Hobbit. The prowess of the strike is modified by -4 and its body by -1. If the strike is successful, the Hobbit must make a body check (in addition to the other effects of the successful strike).
Noble Hound	DarkMinions	NobleHound	Hero Resource	Ally				1			3	6			1									C2	Playable at any tapped or untapped Border-hold. In all cases, Noble Hound must be assigned a strike before any strike can be assigned to its controlling character. Discard Noble Hound to cancel any effect that would take its controlling character prisoner (does not protect other characters from being taken prisoner). If Noble Hound is tapped or wounded, treat it as though it were untapped for the purposes of assigning strikes.
Noldo-lantern	DarkMinions	Noldolantern	Hero Resource	Special Item											2				2					U2	Treasure. Playable at any Under-deep site. +2 to all rolls required for bearer's company to move to an adjacent site in the Under-deeps. Tap Noldo-lantern to give -2 prowess and one less strike (to a minimum of one) to any Undead, Nazgul, Orc, or Troll attack.
Ordered to Kill	DarkMinions	OrderedtoKill	Hero Resource	Permanent-event																				R3	Each face up agent must attack if a company enters a site where he is located. Additionally, any unrevealed on-guard cards are discarded instead of being returned to their owner's hand. Discard when any play deck is exhausted. Cannot be duplicated.
Palm to Palm	DarkMinions	PalmtoPalm	Hero Resource	Permanent-event																				C2	Playable on a company without a Wizard at a Haven. Any character designated as tapping in support gives +1 to an influence attempt or to an attempt to remove a corruption card by any other character in the company. The mind of each character and ally in the company is increased by one. Discard when any play deck is exhausted, a Wizard joins the company, or any character in the company splits off into another company.
Pass the Doors of Dol Guldur	DarkMinions	PasstheDoorsofDolGuldur	Hero Resource	Permanent-event											-4									R2	Stolen Knowledge. Playable on a company if the company discards (for no effect) a Stolen Knowledge card it controls. You can tap this card during the same site phase the company successfully plays Rescue Prisoners at Dol Guldur (or rescues characters taken prisoner if the rescue site is Dol Guldur); this card never untaps. If tapped, this card can be stored at a Haven-only if stored do you receive its marshalling points. If stored, all automatic-attacks at all Dark-holds and all Shadow-holds are with one less prowess and one less strike (to a minimum of one). Once tapped, no other copy of this card can be tapped.
Phial of Galadriel	DarkMinions	PhialofGaladriel	Hero Resource	Special Item											1				0					R2	Unique. Playable on a non-Wizard, non-Dwarf bearer of Star-glass at a Haven in the same company as an untapped Galadriel. Tap Galadriel, replace Star-glass with Phial of Galadriel, and remove Star-glass from play. Tap Phial to cancel any Undead attack. Tap Phial to modify the prowess of any hazard creature attack keyed to a Dark-domain, Shadow-land, Dark-hold, or Shadow-hold by -2-you choose targets of such an attack's strikes (regardless of tapped status, wounded status, and the normal abilities of the attack). Tap Phial to give +2 to any corruption check by its bearer. Cannot be transferred.
Rebuild the Town	DarkMinions	RebuildtheTown	Hero Resource	Permanent-event																				C2	Playable during the site phase on a non-Dragon's lair, non-Under-deeps Ruins & Lairs. The site becomes a Border-hold and loses all automatic-attacks. Discard Rebuild the Town when the site is discarded or returned to its location deck.
Saw Further and Deeper	DarkMinions	SawFurtherandDeeper	Hero Resource	Permanent-event																				C2	Playable only if your Wizard is not revealed. Your general influence is increased by 5. Your Wizard may only be brought into play at his home site. Discard when you bring your Wizard into play. Cannot be duplicated by a given player. May not be played by a lord player.
Secret Ways	DarkMinions	SecretWays	Hero Resource	Long-event																				C2	The roll required to move between adjacent Under-deep sites is decreased by 4. Cannot be duplicated.
Sentinels of Numenor	DarkMinions	SentinelsofNumenor	Hero Resource	Permanent-event																				U2	Place this card in your marshalling points pile. Any attempt (by any player) to influence a faction playable at a site in Anorien, Lebennin, Lamedon, Belfalas, or Anfalas is modified by -2 and cannot be attempted with Muster. Place any such faction you successfully influence (while this card is in play) under this card. All factions under this card give an additional marshalling point. Discard when any faction under this card is discarded (all other contained factions remain). Cannot be duplicated.
Smoke Rings	DarkMinions	SmokeRings	Hero Resource	Short-event																				C2	Bring one resource or character from your sideboard or discard pile into your play deck and shuffle.
The Dwarves Are upon You!	DarkMinions	TheDwarvesAreuponYou	Hero Resource	Short-event																				U2	Playable on a company containing Dwarves facing an attack. All Dwarves in the company receive +2 prowess and -1 body against the attack. Cannot be duplicated against a given attack.
The Hunt	DarkMinions	TheHunt	Hero Resource	Short-event																				R3	Playable on Alatar during the organization phase. Name a specific hazard creature card your opponent revealed to you through a mechanism of the game and discarded. Unless eliminated or prevented from being in play, your opponent then finds this particular card (reshuffling his play deck if it was searched). This creature immediately attacks Alatar as though he were a one-character company. Alatar cannot use or benefit from spells against the attack. If untapped, tap Alatar afterwards.
The Windlord Found Me	DarkMinions	TheWindlordFoundMe	Hero Resource	Permanent-event											3									U2	Playable at an untapped Isengard, Shadow-hold, or Dark-hold during the site phase. Tap the site. The company faces an Orc attack (4 strikes with 9 prowess). Afterwards, a character may tap and place this card under him. If you do not place this card with a character after the attack, discard it. That character may not untap until after this card is stored in a Haven during the organization phase. When this card is stored, and if your Wizard is not already in play, you may search your play deck or discard pile for a Wizard and play him at that Haven (does not count towards the one character per turn limit). Cannot be duplicated by a given player.
To the Uttermost Foundations	DarkMinions	TotheUttermostFoundations	Hero Resource	Permanent-event											-3									U2	Playable on a company at an Under-deeps site during its organization phase; tap site if untapped. This card is played tapped and can only be untapped during your organization phase if the company is at a different Under-deeps site. If untapped and at a Haven [h], this card may be stored in your marshalling point pile-only if stored do you receive its marshalling points. Cannot be duplicated on a given company.
Token of Goodwill	DarkMinions	TokenofGoodwill	Hero Resource	Short-event																				R3	Offering Attempt. Playable on a diplomat whose company is facing an attack of the type listed below. Target diplomat makes a corruption check. If he does not fail, discard an item from his company (as listed below), and make a roll (or draw a #) adding the diplomat's unused direct influence. If the result is greater than the listed values, the attack is cancelled, and you may take one resource from your play deck or discard pile into your hand (reshuffle play deck if searched). Against a Dragon: greater item/5, against a Drake: major item/6, against Men, Slayer, or any Agent: minor item/7.
Vein of Arda	DarkMinions	VeinofArda	Hero Resource	Permanent-event											2									C1	Ore. Sage or Dwarf only during the site phase at any Under-deep site. Tap the sage or Dwarf. Tap the site if it is not already tapped. Sage or Dwarf may not untap until Vein of Arda is stored at a Haven. Cannot be duplicated at a given site.
When You Know More	DarkMinions	WhenYouKnowMore	Hero Resource	Permanent-event											1									C2	Light enchantment. Playable on a sage during the site phase at a site where "Information" is playable. Tap sage and site. Tap sage to modify one influence attempt by a character in his company by +2. Sage makes a corruption check.
Withdrawn to Mordor	DarkMinions	WithdrawntoMordor	Hero Resource	Short-event																				C1	Playable on a face-up agent. If the agent has a mind of 5 or less, it is discarded. If its mind is 6 or greater, return it to its owner's hand. Alternatively, an on-guard card is discarded.
Haudh-in-Gwanur	DarkMinions	HaudhinGwanur	Hero Site	{R}																Harondor	{w}{f}{c}{w}	2	2	U2	Nearest Haven: Edhellond. Playable: Items (minor, major). Automatic-attacks: Undead - 1 strike with 10 prowess; each character wounded must make a corruption check.
Hermit's Hill	DarkMinions	HermitsHill	Hero Site	{R}																Wold & Foothills	{w}	1	1	U2	Nearest Haven: Lorien. Playable: Items (minor). Automatic-attacks: Men - 3 strike with 6 prowess. Special: During the site phase, a company may discard two minor items they bear to make any one major item (including a hoard item) playable here that turn.
The Gem-deeps	DarkMinions	TheGemdeeps	Hero Site	{R}																Under-deeps		2	3	U2	Playable: Items (minor, major, gold ring). Automatic-attacks: (1st) Undead - 3 strikes with 9 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to a Shadow-hold. Special: Any Undead creature or Pukel-creature may also be played at this site. Adjacent Sites: Glittering Caves (0), The Pukel-deeps (9), The Under-gates (6).
The Iron-deeps	DarkMinions	TheIrondeeps	Hero Site	{D}																Under-deeps		1	4	R2	Playable: Items (minor, major, greater). Automatic-attacks: (1st) Trolls - 3 strikes with 9 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to Ruins & Lairs. Special: If the Witch-king of Angmar is in play as a permanent-event, it must be used as an additional automatic-attack (discard after use-ignore result of defeat). Adjacent Sites: Carn Dum (0), The Under-leas (6), The Under-vaults (7).
The Pukel-deeps	DarkMinions	ThePukeldeeps	Hero Site	{R}																Under-deeps		2	3	U2	Playable: Items (minor, major, gold ring). Automatic-attacks: (1st) Pukel-men - 2 strikes with 11 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to Shadow-holds. Special: Any Undead creature or Pukel-creature may also be played at this site. Adjacent Sites: Dunharrow (0), The Gem-deeps (9), The Sulfur-deeps (9).
The Sulfur-deeps	DarkMinions	TheSulfurdeeps	Hero Site	{D}																Under-deeps		1	4	R2	Playable: Items (minor, major, greater). Automatic-attacks: (1st) Trolls - 2 strikes with 9 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to Shadow-holds. Special: If Khamul the Easterling or Adunaphel is in play as a permanent-event, one must be used as an additional automatic-attack (attacker's choice, discard after use-ignore result of defeat). Adjacent Sites: Dol Guldur (0), The Under-courts (5), The Pukel-deeps (9), The Under-gates (5), The Under-galleries (8).
The Under-courts	DarkMinions	TheUndercourts	Hero Site	{D}																Under-deeps		1	4	R2	Playable: Items (minor, major, greater). Automatic-attacks: (1st) Trolls - 3 strikes with 10 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to Shadow-holds. Special: If any Nazgul permanent-event is in play, one must be used as an additional automatic-attack (attacker's choice, discard after use-ignore result of defeat). Adjacent Sites: Barad-dur (0), The Sulfur-deeps (5), The Under-galleries (4).
The Under-galleries	DarkMinions	TheUndergalleries	Hero Site	{D}																Under-deeps		1	4	R2	Playable: Items (minor, major, greater). Automatic-attacks: (1st) Trolls - 4 strikes with 9 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to Shadow-holds. Special: Stolen Knowledge. When Under-galleries would be placed in your discard pile, place it in your marshalling points pile instead for 3 marshalling points-this card is considered stored. Adjacent Sites: Any site in Udun (0), The Under-courts (4), The Sulfur-deeps (8).
The Under-gates	DarkMinions	TheUndergates	Hero Site	{S}																Under-deeps		1	3	U2	Playable: Items (minor, major, greater, gold ring). Automatic-attacks: (1st) Balrog - 2 strikes with 16 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to Ruins & Lairs. Special: If Balrog of Moria is in play or if it or Durin's Bane has been defeated, the first automatic attack is canceled. Adjacent Sites: Moria (0), The Gem-deeps (6), The Sulfur-deeps (5), The Under-grottos (8), The Under-leas (6).
The Under-grottos	DarkMinions	TheUndergrottos	Hero Site	{R}																Under-deeps		1	3	U2	Playable: Items (minor, major, gold ring). Automatic-attacks: (1st) Orcs - 4 strikes with 7 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to a Shadow-hold. Special: When a gold ring is tested in a company at this site, the result of the roll is modified by +2. Adjacent Sites: Goblin-gate (0), The Under-leas (8), The Under-gates (8).
The Under-leas	DarkMinions	TheUnderleas	Hero Site	{S}																Under-deeps		1	4	U2	Playable: Items (minor, major, greater). Automatic-attacks: (1st) Orcs - 5 strikes with 7 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to Ruins & Lairs. Special: If the Witch-king of Angmar is in play as a permanent-event, it must be used as an additional automatic-attack (discard after use-ignore result of defeat). Adjacent Sites: Mount Gundabad (0), The Iron-deeps (6), The Under-grottos (8), The Under-gates (6), The Under-vaults (7).
The Under-vaults	DarkMinions	TheUndervaults	Hero Site	{R}																Under-deeps		2	3	U2	Playable: Items (minor, major, gold ring). Automatic-attacks: (1st) Undead - 3 strikes with 8 prowess (2nd) Opponent may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to Shadow-holds. Special: Any Undead creature may also be played at this site. Adjacent Sites: Mount Gram (0), The Iron-deeps (7), The Under-leas (7).
Urlurtsu Nurn	DarkMinions	UrlurtsuNurn	Hero Site	{D}																Nurn	{w}{f}{c}{w}{s}{d}	3	5	U2	Nearest Haven: Edhellond. Playable: Information, Items (minor, major). Automatic-attacks: Orcs - 4 strikes with 7 prowess.
Anarin	DarkMinions	Anarin	Minion Character		Elf	Scout/Diplomat	Moria	7	3		4	8			2									U2	Unique. Agent. Noldo. Agent only: may move to a Haven and may tap at a company's new site to attack that company during opponent's movement/hazard phase.  {green} DCE: Add: Home site: Amon Lind
Baduila	DarkMinions	Baduila	Minion Character		Man	Warrior/Scout/Ranger	Goblin-gate, Mount Gundabad	8	2		6	8			3									R2	Unique. Agent. Agent only: If Baduila is discarded at target company's new site, company must return to its site of origin. {green} DCE: Add: Home site: Morkai, ;remove: Goblin-gate
Bill Ferny	DarkMinions	BillFerny	Minion Character		Man	Warrior/Scout	Bree, Cameth Brin	3	1		2	8			1									C1	Unique. Agent.
Dasakun	DarkMinions	Dasakun	Minion Character		Man	Warrior/Ranger	Easterling Camp, Variag Camp, Shrel-Kain	5	1		6	7			2									U2	Unique. Agent. {green} DCE: Add: Home site: Balchoth Camp, Nuriag Camp, ;remove: Variag Camp, Shrel-kain
Deallus	DarkMinions	Deallus	Minion Character		Man	Warrior/Diplomat	Dunnish Clan-hold, Bree, Cameth Brin	3	1		2	7			1									C1	Unique. Agent.
Dror	DarkMinions	Dror	Minion Character		Dwarf	Warrior/Diplomat	Blue Mountain Dwarf-hold	4	2		3	7			1									C1	Unique. Agent. Longbeard. +2 direct influence against Dwarves and Dwarf Factions.
Elerina	DarkMinions	Elerina	Minion Character		Man	Scout/Sage/Diplomat	Carn Dum, Mount Gram	8	3		5	9			3									R2	Unique. Agent. Can use shadow-magic and spirit-magic. Agent only: may tap for an extra strike. {green} DCE: Add: Home site: Litash ;remove: Mount Gram
Elwen	DarkMinions	Elwen	Minion Character		Elf	Warrior/Diplomat	Dol Amroth, Minas Tirith	5	2		4	8			2									U2	Unique. Agent. Nando. +2 direct influence against Elves and Elf Factions. Agent only: may move to a Haven {green} DCE: Add: Home site: Edhellond
Eun	DarkMinions	Eun	Minion Character		Man	Warrior/Scout	Vale of Erech, Lond Galen	3	0		4	8			1									C1	Unique. Agent.{green} DCE: Add: Home site: Serelond
Firiel	DarkMinions	Firiel	Minion Character		Dunadan	Sage/Diplomat	Pelargir, Vale of Erech	6	3		3	8			2									R2	Unique. Agent. Can use shadow-magic. +2 direct influence against Dunedain and factions that can be played in Anfalas, Anorien, Belfalas, Lamedon, and Lebennin. {green} DCE: Add: Home site: Umbar
Fori the Beardless	DarkMinions	ForitheBeardless	Minion Character		Dwarf	Warrior/Scout	Iron Hill Dwarf-hold	4	1		4	7			1									U2	Unique. Agent. Longbeard. +2 direct influence against Dwarves and Dwarf Factions. {green} DCE: Add: Home site: Barak-Shatur
Gergeli	DarkMinions	Gergeli	Minion Character		Man	Scout/Diplomat	Shrel-Kain, Lake-town, Easterling Camp	5	2		3	9			2									C1	Unique. Agent. {green} DCE: Add: Home site: Relerindu ;remove: Easterling Camp
Gisulf	DarkMinions	Gisulf	Minion Character		Man	Warrior/Ranger	Woodmen-town, Lake-town, Dale	4	1		5	7			1									C1	Unique. Agent. {green} DCE: Add: Home site: Maethalburg ;remove: Lake-town
Golodhros	DarkMinions	Golodhros	Minion Character		Dunadan	Warrior/Sage/Diplomat	Minas Morgul, Cirith Ungol, Barad-dur	9	4		5	9			3									R2	Unique. Agent. Can use spirit-magic. Agent only: may tap to make an influence check on an ally, faction, or character.
Herion	DarkMinions	Herion	Minion Character		Man	Warrior/Ranger	Lond Galen, Dol Amroth	3	0		5	7			1									C1	Unique. Agent. {green} DCE: Add: Home site: Calembel, Linhir ;remove: Dol Amroth
Ivic	DarkMinions	Ivic	Minion Character		Man	Warrior/Diplomat	Southron Oasis, Variag Camp, Pelargir	6	2		5	8			2									U2	Unique. Agent. {green} DCE: Add: Home site: An Sakal ;remove: Pelargir
Juoma	DarkMinions	Juoma	Minion Character		Man	Warrior/Ranger	Lossadan Camp, Bree	3	1		3	7			1									U2	Unique. Agent. {green} DCE: Add: Home site: Homela, Leiri ;remove: Bree
Leamon	DarkMinions	Leamon	Minion Character		Man	Warrior	Cameth Brin, Dunnish Clan-hold	3	0		5	8			1									C1	Unique. Agent.
Nimloth	DarkMinions	Nimloth	Minion Character		Elf	Scout/Ranger	Thranduil's Halls, Sarn Goriwing	4	1		3	8			1									C1	Unique. Agent. Sinda. +2 direct influence against Elves and Elf Factions. Agent only: may move to a Haven. {green} DCE: Add: Home site: Celebannon, Ceber Fanuin ;remove: Sarn Goriwing 
Om-buri-Om	DarkMinions	OmburiOm	Minion Character		Wose	Scout/Ranger	Druadan Forest, Wose Passage-hold, Stone-circle	5	2		2	9			2									U2	Unique. Agent. +3 direct influence against Wose Factions.
Pon-ora-Pon	DarkMinions	PonoraPon	Minion Character		Wose	Scout/Ranger/Diplomat	Druadan Forest, Wose Passage-hold, Stone-circle	5	2		1	9			2									U2	Unique. Agent. +3 direct influence against Wose Factions.
Raisha	DarkMinions	Raisha	Minion Character		Man	Warrior/Scout	Variag Camp, Easterling Camp, Southron Oasis	5	1		5	9			2									U2	Unique. Agent. {green} DCE: Add: Home site: Laorko ;remove: Southron Oasis
Surion	DarkMinions	Surion	Minion Character		Dunadan	Warrior/Sage/Diplomat	Minas Tirith, Pelargir	6	2		5	7			2									U2	Unique. Agent. +2 direct influence against Dunedain and factions that can be played in Anfalas, Anorien, Belfalas, Lamedon, and Lebennin.
Taladhan	DarkMinions	Taladhan	Minion Character		Man	Scout/Ranger/Sage	Sarn Goriwing, Dol Guldur	6	1		4	9			2									R2	Unique. Agent. Can use shadow-magic. Agent only: chooses defending characters; for each successful strike, the company must discard one item (of defender's choice), but the defending character is not harmed.
The Grimburgoth	DarkMinions	TheGrimburgoth	Minion Character		Man	Warrior/Ranger/Sage	Dol Guldur	8	2		7	9			3									R2	Unique. Agent. Can use sorcery. Agent only: may tap at a company's new site to attack that company during its movement/hazard phase with +2 prowess. {green} DCE: Add: Home site: Shapal Udun
