Name	Set	Imagefile	Type	Class	Race	Skills	HomeSite	Mind	Influence	GI	Prowess	Body	Strikes	Playable	MP	SP	Magic	Specific	Corruption	Region	SitePath	Draw	OpponentDraw	Rarity	Text
The Will of Sauron	Wizards	TheWillofSauron	Hazard	Permanent-event																				R	"Playable only if Doors of Night is in play. All hazard long-events remain in play until this card is discarded. Discard this card when Doors of Night leaves play, or when any play deck is exhausted. When this card is discarded, all hazard long-events are discarded. Cannot be duplicated."
The Will of the Ring	Wizards	TheWilloftheRing	Hazard	Short-event																				R	The bearer of The One Ring makes a corruption check modified by -4.
Thief	Wizards	Thief	Hazard	Creature	Men						15	-	1	{b}{B}	1									R	"Men. One strike. For each successful strike, an item held by the defending company must be discarded (defender's choice); the defending character is not harmed."
Tom (Tuma)	Wizards	TomTuma	Hazard	Creature	Trolls						13	5	1	{w}{w}	1									U	"Unique. Troll. One strike. If played after Bert or William and if keyed to the same site path against the same company, each character wounded by Tom must discard all non-special items he bears. Two Wildernesses [{w}] in site path are required. {green} DCE: Add a body value of 8."
Tookish Blood	Wizards	TookishBlood	Hazard	Short-event																				CB	"Playable on a Hobbit character. The Hobbit's player must make a roll (or draw a #); return the Hobbit to the player's hand if the result plus his unused general influence is less then 11. If the Hobbit is removed from play, one of his items may be transferred to another character in his company; any other cards under his control are discarded. Alternatively, this card can be played as a resource card. For the rest of the turn, the target Hobbit cannot be discarded or returned to its owner's hand for any reason."
Traitor	Wizards	Traitor	Hazard	Permanent-event																				R	"When the next character fails a corruption check, he becomes a traitor and an attack is immediately made against a character in the traitor's company. The character to be attacked is chosen by the player who does not control the traitor's company. The prowess of the attack is equal to the prowess of the traitor plus 10. Any resulting body check is modified by +1. This card is  discarded when a character fails his corruption check."
Twilight	Wizards	Twilight	Hazard	Short-event																				CA2	Environment. One environment card in play is immediately discarded. This card may also be played as a resource. This card may be played at any time during any player's turn.
Uvatha the Horseman	Wizards	UvathatheHorseman	Hazard	Creature/Permanent-event	Nazgul						15	9	1	{d}{D}	5									R	"Unique. Nazgul (9th). May be played as a hazard creature (with one strike) or as a permanent-event. As a creature, may also be played keyed to Harondor, Horse Plains, Gorgoroth, and Khand; and may also be played at sites in these regions. If played as a permanent-event, it will remain in play until tapped during the opponent's movement/hazard phase (tapping counts against the hazard limit). When tapped, Uvatha the Horseman becomes a short-event and you may bring one hazard creature from your discard pile to your hand. {green}  DCE: As a creature, may also be played keyed to Gap of Khand, Horse Plains, Gorgoroth, and Khand; and may also be played at sites in these regions."
Wake of War	Wizards	WakeofWar	Hazard	Long-event																				U	"The number of strikes and prowess of each Wolf, Spider, and Animal attack are increased by one (by two for Wolves if Doors of Night is in play). Cannot be duplicated."
Wargs	Wizards	Wargs	Hazard	Creature	Wolves						9	-	2	{b}{w}{s}	1									CA2	Wolves. Two strikes.
Watcher in the Water	Wizards	WatcherintheWater	Hazard	Creature	Animals						8	-	1/each	{w}{w}{c}	1									U	Animal. Each character in the company faces one strike. May also be played at Moria. Two Wildernesses [{w}] in the site path are required.
Weariness of the Heart	Wizards	WearinessoftheHeart	Hazard	Short-event																				CA2	"The prowess of a character is modified by -1 until the end of the turn. Alternatively, the target character is forced to make a corruption check. Cannot be duplicated."
William (Wuluag)	Wizards	WilliamWuluag	Hazard	Creature	Trolls						11	5	1	{w}{s}{d}{S}{D}	1									U	"Unique. Troll. One strike. If played after Bert or Tom and if keyed to the same site path against the same company, each character wounded by William must discard all non-special items he bears. {green} DCE: Add a body value of 8."
Witch-king of Angmar	Wizards	WitchkingofAngmar	Hazard	Creature/Permanent-event	Nazgul						17	12	1	{d}{D}	6									R	"Unique. Nazgul (1st). May be played as a hazard creature (with one strike) or as a permanent-event. As a creature, may also be played keyed to Angmar, Gundabad, Gorgoroth, and Imlad Morgul; and may also be played at sites in these regions. If played as a permanent-event, it will remain in play until tapped during the opponent's movement/hazard phase (tapping counts against the hazard limit). When tapped, Witch-king of Angmar becomes a long-event and causes all Shadow-holds [{S}] to become Dark-holds [{D}]."
Wolves	Wizards	Wolves	Hazard	Creature	Wolves						8	-	3	{b}{w}	1									CA2	Wolves. Three strikes.
Words of Power and Terror	Wizards	WordsofPowerandTerror	Hazard	Short-event																				R	Modify the prowess of all characters in a company attacked by a Nazgul by -1 until the end of the turn. Cannot be duplicated on a given company.
Adrazar	Wizards	Adrazar	Hero Character		Dunadan	Scout/Diplomat	Dol Amroth	3	1		3	6			1									F1	Unique. +1 direct influence against all factions.
Alatar	Wizards	Alatar	Hero Character		Wizard	Warrior/Scout/Ranger/Sage	Edhellond		10		6	9												F2	"Unique. During the movement/hazard phase, the number of cards that opponent draws based on Alatar's company's movement is reduced by one. If in a Haven when a hazard creature is played on another company, he may join tha company and face one of the hazard creature's strikes; he must make a corruption check immediately following the attack, and, if untapped, he must tap."
Anborn	Wizards	Anborn	Hero Character		Dunadan	Scout/Ranger	Pelargir	2	0		2	8			0									U	Unique. +2 direct influence against the Men of Lebennin faction.
Annalena	Wizards	Annalena	Hero Character		Elf	Scout/Sage	Edhellond	3	0		3	8			1									F2	Unique. Silvan.
Aragorn II	Wizards	AragornII	Hero Character		Dunadan	Warrior/Scout/Ranger	Bree	9	3		6	9			3									F1	Unique. +2 direct influence against the Rangers of the North faction. -3 marshalling points if eliminated.
Arinmir	Wizards	Arinmir	Hero Character		Elf	Sage/Diplomat	Edhellond	4	2		2	7			1									U	Unique. Nando. +2 direct influence against the Variags faction. {green} DCE: Replace with: Change +2 direct influence against Falathrim faction
Arwen	Wizards	Arwen	Hero Character		Elf	Scout/Sage	Rivendell	3	0		2	8			1									R	Unique. Noldo. +7 direct influence only usable against Aragorn II.
Balin	Wizards	Balin	Hero Character		Dwarf	Warrior/Sage	Blue Mountain Dwarf-hold	5	2		4	7			2									U	Unique. Longbeard. +2 prowess against Orcs. +1 direct influence against Dwarves and Dwarf factions.
Bard Bowman	Wizards	BardBowman	Hero Character		Man	Warrior/Scout	Lake-town	2	0		3	6			0									F2	Unique. +2 direct influence against the Men of Northern Rhovanion faction.
Barliman Butterbur	Wizards	BarlimanButterbur	Hero Character		Man	Warrior	Bree	1	0		2	6			0									U	Unique. -1 to all of his corruption checks. -1 to influence checks against factions.
Beorn	Wizards	Beorn	Hero Character		Man	Warrior/Ranger	Beorn's House	7	2		7	9			2									F1	Unique. +2 direct influence against the Beornings faction.
Beregond	Wizards	Beregond	Hero Character		Dunadan	Warrior	Minas Tirith	2	0		4	8			0				-1					F1	Unique. -1 to all of his corruption checks. -1 to influence checks against factions.
Beretar	Wizards	Beretar	Hero Character		Dunadan	Warrior/Ranger	Bree	5	1		5	8			2									U	Unique. +2 direct influence against the Rangers of the North faction.
Bergil	Wizards	Bergil	Hero Character		Dunadan	Scout	Minas Tirith	2	0		1	9			0									U	Unique.
Bifur	Wizards	Bifur	Hero Character		Dwarf	Warrior	Blue Mountain Dwarf-hold	2	0		4	7			0									CB	Unique. Firebeard. +1 prowess against Orcs. -1 to all of his corruption checks. -1 to influence checks against factions.
Bilbo	Wizards	Bilbo	Hero Character		Hobbit	Scout/Sage	Bag End	5	1		1	9			2									R	"Unique. Unless he is one of the starting characters, he may only be brought into play at his home site. All of his corruption checks are modified by +4. -2 marshalling points if eliminated."
Bofur	Wizards	Bofur	Hero Character		Dwarf	Warrior	Blue Mountain Dwarf-hold	2	0		4	7			0									CB	Unique. Firebeard. +1 prowess against Orcs. -1 to all of his corruption checks. -1 to influence checks against factions.
Bombur	Wizards	Bombur	Hero Character		Dwarf	Warrior	Blue Mountain Dwarf-hold	1	0		3	6			0				-1					U	Unique. Firebeard. +1 prowess against Orcs. -1 to all of his corruption checks. -1 to influence checks against factions.
Boromir II	Wizards	BoromirII	Hero Character		Dunadan	Warrior	Minas Tirith	4	1		6	7			1				-1					F2	Unique. +2 direct influence against the Men of Anorien faction. -1 to all of his corruption checks.
Celeborn	Wizards	Celeborn	Hero Character		Elf	Warrior/Sage	Lorien	6	1		6	9			2									F1	Unique. Sinda. +5 direct influence that is only usable against Galadriel.
Cirdan	Wizards	Cirdan	Hero Character		Elf	Warrior/Sage/Diplomat	Grey Havens	8	4		6	8			3									R	"Unique. Sinda. When Cirdan is at Grey Havens, his controlling player may keep one more card than normal in his hand. May tap to cancel one attack keyed to a Coastal Sea region. +2 direct influence against the Elves of Lindon faction. -3 marshalling points if eliminated."
Dain II	Wizards	DainII	Hero Character		Dwarf	Warrior/Diplomat	Iron Hill Dwarf-hold	7	3		5	8			2									R	"Unique. Longbeard. +2 direct influence against Iron Hill Dwarves, +2 prowess against Orcs. +1 direct influence against Men and Man factions."
Damrod	Wizards	Damrod	Hero Character		Dunadan	Scout/Ranger	Vale of Erech	2	0		2	7			0									U	Unique. +2 direct influence against the Men of Lamedon faction.
Denethor II	Wizards	DenethorII	Hero Character		Dunadan	Warrior/Sage	Minas Tirith	4	2		3	6			1									R	Unique. +2 direct influence against the Tower Guard of Minas Tirith faction.
Dori	Wizards	Dori	Hero Character		Dwarf	Warrior	Blue Mountain Dwarf-hold	1	0		3	6			0				-1					U	Unique. Longbeard. +1 prowess against Orcs. -1 to all of his corruption checks. -1 to influence checks against factions.
Dwalin	Wizards	Dwalin	Hero Character		Dwarf	Warrior	Blue Mountain Dwarf-hold	1	0		2	7			0				-1					CB	Unique. Longbeard. +1 prowess against Orcs. -1 to all of his corruption checks. -1 to influence checks against factions.
Elladan	Wizards	Elladan	Hero Character		Elf	Warrior/Ranger	Rivendell	4	0		5	8			1									F1	Unique. Noldo. +1 prowess against Orcs.
Elrohir	Wizards	Elrohir	Hero Character		Elf	Warrior/Ranger	Rivendell	4	0		5	8			1									F1	Unique. Noldo. +1 prowess against Orcs.
Elrond	Wizards	Elrond	Hero Character		Elf	Warrior/Sage/Diplomat	Rivendell	10	4		7	9			3									R	"Unique. Noldo. When Elrond is at Rivendell, his controlling player may keep one more card than normal in his hand. -3 marshalling points if eliminated."
Eomer	Wizards	Eomer	Hero Character		Man	Warrior/Ranger	Edoras	3	0		3	8			1									U	Unique. +2 direct influence against the Riders of Rohan faction.
Eowyn	Wizards	Eowyn	Hero Character		Man	Warrior/Scout	Edoras	2	0		2	7			0									U	"Unique. Against Nazgul, +6 to her prowess, and his body is halved (round up)."
Erkenbrand	Wizards	Erkenbrand	Hero Character		Man	Warrior	Edoras	4	2		5	6			1									F1	Unique. +2 direct influence against the Riders of Rohan faction. {green} DCE: Replace with: Home site: Hornburg
Faramir	Wizards	Faramir	Hero Character		Dunadan	Warrior/Ranger	Henneth Annun	5	1		5	8			2									F1	Unique. +2 direct influence against the Rangers of Ithilien faction.
Fili	Wizards	Fili	Hero Character		Dwarf	Warrior/Scout	Blue Mountain Dwarf-hold	2	0		2	8			0									U	Unique. Longbeard. +1 prowess against Orcs. -1 to all of his corruption checks. -1 to influence checks against factions.
Forlong	Wizards	Forlong	Hero Character		Dunadan	Warrior	Minas Tirith	1	0		3	7			0				-1					CB	Unique. -1 to all of his corruption checks. -1 to influence checks against factions.
Frodo	Wizards	Frodo	Hero Character		Hobbit	Scout/Diplomat	Bag End	5	1		1	9			2				4					R	"Unique. Unless he is one of the starting characters, he may only be brought into play at his home site. All of his corruption checks are modified by +4. -2 marshalling points if eliminated."
Galadriel	Wizards	Galadriel	Hero Character		Elf	Scout/Sage/Diplomat	Lorien	9	4		3	10			3									R	"Unique. Noldo. When Galadriel is at Lorien, her controlling player may keep one more card than normal in his hand. -3 marshalling points if eliminated."
Galva	Wizards	Galva	Hero Character		Man	Scout/Sage/Diplomat	Shrel-Kain	4	1		0	9			1									R	"Unique. +2 direct influence against the Men of Dorwinion faction. Against Nazgul, +6 to her prowess, and his body is halved (round up)."
Gamling the Old	Wizards	GamlingtheOld	Hero Character		Man	Warrior	Edoras	2	1		3	7			0									U	Unique.
Gandalf	Wizards	Gandalf	Hero Character		Wizard	Warrior/Scout/Sage/Diplomat	Any Haven		10		6	9							1					F2	Unique. All of his corruption checks are modified by +1. Can tap to test a gold ring.
Ghan-buri-Ghan	Wizards	GhanburiGhan	Hero Character		Wose	Scout/Ranger	Druadan Forest	5	2		2	9			2									U	Unique. +2 direct influence against Wose factions.
Gildor Inglorion	Wizards	GildorInglorion	Hero Character		Elf	Warrior/Ranger	Rivendell	4	0		5	7			1									F1	Unique. Noldo. +2 prowess against Orcs.
Gimli	Wizards	Gimli	Hero Character		Dwarf	Warrior/Diplomat	Iron Hill Dwarf-hold	6	2		5	8			2									F1	Unique. Longbeard. +2 direct influence against Iron Hill Dwarves. +2 prowess against Orcs. +1 direct influence against Elves and Elf factions.
Gloin	Wizards	Gloin	Hero Character		Dwarf	Warrior/Diplomat	Blue Mountain Dwarf-hold	5	2		5	7			2									U	Unique. Longbeard. +2 direct influence against Blue Mountain Dwarves. +1 prowess against Orcs. +1 direct influence against Dwarves and Dwarf factions.
Glorfindel II	Wizards	GlorfindelII	Hero Character		Elf	Warrior/Sage	Rivendell	8	2		8	9			3									F1	Unique. Noldo. +1 direct influence against Elves.
Halbarad	Wizards	Halbarad	Hero Character		Dunadan	Sage/Diplomat	Cameth Brin	1	1		0	5			0									U	Unique. +2 direct influence against the Hillmen faction.
Haldalam	Wizards	Haldalam	Hero Character		Dunadan	Warrior/Diplomat	Shrel-Kain	5	1		4	9			2									R	Unique. +4 direct influence against the Easterlings faction. {green} DCE: Add: Standard modifications: Wizards(-5)
Haldir	Wizards	Haldir	Hero Character		Elf	Warrior	Lorien	3	0		4	8			1									U	Unique. Nando. -1 to all of his corruption checks. -1 to influence checks against factions.
Hama	Wizards	Hama	Hero Character		Man	Warrior	Edoras	2	0		4	8			0				-1					CB	Unique. -1 to all of his corruption checks. -1 to influence checks against factions.
Imrahil	Wizards	Imrahil	Hero Character		Dunadan	Warrior/Diplomat	Dol Amroth	6	2		5	8			2									U	Unique. +2 direct influence against the Knights of Dol Amroth faction.
Kili	Wizards	Kili	Hero Character		Dwarf	Warrior/Scout	Blue Mountain Dwarf-hold	3	0		3	8			1				-1					F2	Unique. Longbeard. +1 prowess against Orcs. -1 to all of his corruption checks. -1 to influence checks against factions.
Legolas	Wizards	Legolas	Hero Character		Elf	Warrior/Diplomat	Thranduil's Halls	6	2		5	8			2									U	Unique. Sinda. +2 direct influence against the Wood-elves faction.
Mablung	Wizards	Mablung	Hero Character		Dunadan	Warrior/Scout	Lond Galen	1	0		1	6			0									U	Unique. +2 direct influence against the Men of Anfalas faction.
Merry	Wizards	Merry	Hero Character		Hobbit	Scout	Bag End	4	1		1	9			1				2					U	"Unique. Unless he is one of the starting characters, he may only be brought into play at his home site. All of his corruption checks are modified by +2."
Nori	Wizards	Nori	Hero Character		Dwarf	Warrior	Blue Mountain Dwarf-hold	2	0		4	7			0									CB	Unique. Longbeard.  +1 prowess against Orcs. -1 to all of his corruption checks. -1 to influence checks against factions.
Oin	Wizards	Oin	Hero Character		Dwarf	Warrior/Ranger	Blue Mountain Dwarf-hold	3	0		3	8			1				-1					U	Unique. Longbeard. +1 prowess against Orcs. -1 to all of his corruption checks.
Ori	Wizards	Ori	Hero Character		Dwarf	Warrior	Blue Mountain Dwarf-hold	1	0		2	7			0									CB	Unique. Longbeard. +1 prowess against Orcs. -1 to all of his corruption checks. -1 to influence checks against factions.
Orophin	Wizards	Orophin	Hero Character		Elf	Warrior/Ranger	Lorien	2	0		2	7			0									CB	Unique. Nando. -1 to all of his corruption checks. -1 to influence checks against factions.
Pallando	Wizards	Pallando	Hero Character		Wizard	Warrior/Ranger/Sage/Diplomat	Grey Havens		10		6	9												F2	Unique. His controlling player may keep one more card than normal in his hand. Opponent must discard his cards face-up.
Peath	Wizards	Peath	Hero Character		Man	Ranger/Diplomat	Dunnish Clan-hold	4	1		4	7			1									F1	"Unique. +4 direct influence against the Dunlending faction. Against Nazgul, +5 to her prowess, his body is halved (round up)."
Pippin	Wizards	Pippin	Hero Character		Hobbit	Scout	Bag End	4	1		1	9			1									U	"Unique. Unless he is one of the starting characters, he may only be brought into play at his home site. All of his corruption checks are modified by +2."
Radagast	Wizards	Radagast	Hero Character		Wizard	Warrior/Scout/Ranger/Diplomat	Rhosgobel		10		6	9							1					F2	"Unique. If his company moves to a new site during the movement/hazard phase, he may draw 1 additional card for each Wilderness [{w}] region in his company's site path. +1 to all corruption checks."
Robin Smallburrow	Wizards	RobinSmallburrow	Hero Character		Hobbit	Scout	Bag End	3	0		1	9			1									F2	"Unique. Unless he is one of the starting characters, he may only be brought into play at his home site. All of his corruption checks are modified by +2."
Sam Gamgee	Wizards	SamGamgee	Hero Character		Hobbit	Scout/Ranger	Bag End	4	0		1	9			1				3					U	"Unique. Unless he is one of the starting characters, he may only be brought into play at his home site. All of his corruption checks are modified by +3."
Saruman	Wizards	Saruman	Hero Character		Wizard	Scout/Ranger/Sage/Diplomat	Isengard		10		6	9												F2	"Unique. May tap to use a Palantir. At the beginning of each of his end-of-turn phases, he may tap to take one spell card from his discard pile and return it to his hand."
Theoden	Wizards	Theoden	Hero Character		Man	Warrior/Diplomat	Edoras	6	3		5	6			2									F1	Unique. +2 direct influence against the Riders of Rohan faction.
Thorin II	Wizards	ThorinII	Hero Character		Dwarf	Warrior/Scout/Diplomat	Blue Mountain Dwarf-hold	8	2		5	8			3									R	Unique. Longbeard. +2 direct influence against Blue Mountain Dwarves. +3 prowess against Orcs. +2 direct influence against Dwarves and Dwarf factions.
Thranduil	Wizards	Thranduil	Hero Character		Elf	Warrior/Ranger/Sage	Thranduil's Halls	9	3		7	8			3									F1	Unique. Sinda. +2 direct influence against the Wood-elves faction.
Voteli	Wizards	Voteli	Hero Character		Man	Ranger/Sage	Lossadan Camp	3	1		3	6			1									CB	"Unique. +2 direct influence against the Lossoth faction. Against Nazgul, +5 to her prowess, and his body is halved (round up)."
Vygavril	Wizards	Vygavril	Hero Character		Man	Scout/Diplomat	Southron Oasis	3	1		2	7			1									R	"Unique. +2 direct influence against the Southron faction. Against Nazgul, +6 to prowess, and his body is halved (round up)."
Wacho	Wizards	Wacho	Hero Character		Man	Scout/Sage	Woodmen-town	2	0		1	8			0									U	Unique. +2 direct influence against the Woodmen faction.
A Chance Meeting	Wizards	AChanceMeeting	Hero Resource	Short-event																				CB	"A character (even a Hobbit) may be brought into play with direct influence at any Free-hold [{F}], Border-hold [{B}], or Ruins & Lairs [{R}]."
A Friend or Three	Wizards	AFriendorThree	Hero Resource	Short-event																				CB2	"For every character in the influencing character's company, A Friend or Three gives a +1 modification to an influence check or to a corruption check made by a character in the same company."
Align Palantir	Wizards	AlignPalantir	Hero Resource	Permanent-event											2				2					U	Sage only if a Palantir is in his company. Keep with the Palantir; bearer now has the ability to use the Palantir. Discard Align Palantir if the company carrying the Palantir moves. May not be duplicated on a given  Palantir.
Anduin River	Wizards	AnduinRiver	Hero Resource	Short-event																				CB2	"Playable at the end of the organization phase on a company containing a ranger. If the company uses region cards for its site path, tap the ranger to move as if the following pairs of regions were adjacent: Rohan and Dagorlad, Anorien and Dagorlad, Anorien and Ithilien, Lebennin and Ithilien, Lebennin and Harondor. Otherwise, if the site moved to is in one of the regions listed above, the hazard limit is reduced by two (to a minimum of two). Cannot be duplicated on a given company."
"Anduril, the Flame of the West"	Wizards	AnduriltheFlameoftheWest	Hero Resource	Permanent-event					0(1)		0(4)				1(4)				1					R	"Unique. Sage only during the site phase at an untapped site where information is playable. Tape the sage and the site. Sage makes a corruption check modified by -3. Keep sage tapped until Anduril is stored at a Haven [{H}]. Once stored, you may discard a stored Reforging and place Anduril with Narsil. In addition to Narsil's effects, Anduril gives its bearer 4 marshalling points, +4 prowess (to a maximum of 11), +1 direct influence, and one more corruption point. Anduril may be tapped to untap a Dunadan character in the same company, but its bearer must make a corruption check modified by -1."
Army of the Dead	Wizards	ArmyoftheDead	Hero Resource	Special Faction											6									R	Unique. Playable at Vale of Erech. May only be played by Aragorn II on the same turn that he plays Paths of the Dead. May not be influenced by an opponent. {cyan} UEP: Unique. Playable at the Vale of Erech. May only be played by Aragorn II on the same turn that he uses the special movement of Paths of the Dead. May not be influenced by an opponent.
Ash Mountains	Wizards	AshMountains	Hero Resource	Short-event																				CB	"Playable at the end of the organization phase on a company containing a ranger. If the company uses region cards for its site path, tap the ranger to move as if the following pairs of regions were adjacent: Dagorlad and Gorgoroth, Horse Plains and Gorgoroth. The company faces an attack at the beginning of its movement/hazard phase: Orcs - 4 strikes with 8 prowess. Otherwise, if the site moved to is in one of the regions listed above, the hazard limit is reduced by 2 (to a minimum of 2). Cannot be duplicated on a given company."
Athelas	Wizards	Athelas	Hero Resource	Minor Item															1					U	"A Dunadan can tap and use this item to heal a character in his company (change from wounded to well, character remains tapped). Aragorn II can also tap and use this item to remove a corruption card from a character in his company. Discard after use. {cyan} UEP: A Dunadan can tap and use this item to heal a character in his company (change from wounded to well, character remains tapped). A manifestation of Aragorn II can also tap and use this item to remove a corruption card from a character in his company. Discard after use."
Beautiful Gold Ring	Wizards	BeautifulGoldRing	Hero Resource	Gold Ring Item											1				1					CA2	"Discard Beatiful Gold Ring when tested. If tested, make a roll (or draw a #) to determine which ring card may be immediately played: - The One Ring (12+); - a Dwarven Ring (10, 11, 12+); - a Magic Ring (1, 2, 3, 4, 5, 6, 7); - a Lesser Ring (any result)."
Beornings	Wizards	Beornings	Hero Resource	Faction	Man 										2									F1	Unique. Playable at Beorn's House if the influence check is greater than 7. Standard modifications: Men (+1).
Bill the Pony	Wizards	BillthePony	Hero Resource	Ally				1			-2	10			1									U	"Unique. Horse. Playable at Bree of Bag End; playable even if the site is tapped. If at a non-Haven site and if his company's size is three of less, you may discard Bill the Pony at the end of his company's turn and replace its site with the nearest Haven [{H}]."
Block	Wizards	Block	Hero Resource	Short-event																				CA	Warrior only. Warrior does not tap agains one strike (unless he is wounded by the strike).
Blue Mountain Dwarves	Wizards	BlueMountainDwarves	Hero Resource	Faction	Dwarf 										3									U	"Unique. Playable at Blue Mountain Dwarf-hold if the influence check is greater than 9. Standard modifications: Elves (-2), Dwarves (+2)."
Book of Mazarbul	Wizards	BookofMazarbul	Hero Resource	Special Item											1(5)				2					U	"Unique. Lost Knowledge. Only playable at Moria. May be stored at a Dwarf-hold for 5 marshalling points. If its bearer is a sage, tap Book of Mazarbul during your organization phase to increase your hand size by 1 until your next untap phase."
Bridge	Wizards	Bridge	Hero Resource	Short-event																				U	Playable at the end of the movement/hazard phase on a company that moved to a Haven [{H}]. That company may move to an additional site on the same turn. Another site card may be played and a movement/hazard phase immediately follows for that company.
Clear Skies	Wizards	ClearSkies	Hero Resource	Long-event																				R	Environment. Playable only if Gates of Morning is in play. The prowess of each character is modified by +2.
Concealment	Wizards	Concealment	Hero Resource	Short-event																				CA	Scout only. Tap scout to cancel one attack against his company.
Cracks of Doom	Wizards	CracksofDoom	Hero Resource	Short-event																				U	"Only playable during the site phase, if The One Ring is at Mount Doom. Its bearer must make a corruption check modified by -4. If successful, The One Ring is destroyed and its bearer's player wins. May not be played by a lord player (except for Elrond)."
Dagger of Westernesse	Wizards	DaggerofWesternesse	Hero Resource	Minor Item							1	-							1					CA2	Weapon. +1 to prowess to a maximum of 8.
Dark Quarrels	Wizards	DarkQuarrels	Hero Resource	Short-event																				CA2	"Cancel one attack by Orcs, Trolls, or Men. Alternatively, if Gates of Morning is in play, the number of strikes from any attack is reduced to half of its original number, rounded up."
Dodge	Wizards	Dodge	Hero Resource	Short-event																				CA	"Target character does not tap against one strike (unless he is wounded by the strike). If wounded by the strike, his body is modified by -1 for the resulting body check."
Dreams of Lore	Wizards	DreamsofLore	Hero Resource	Permanent-event											2									CA2	Lore. Sage only during the site phase at an untapped site where Information is playable. Tap the sage and the site. Sage may not untap until Dreams of Lore is stored at a Haven [{H}] during his organization phase. May not be transferred.
Dunlendings	Wizards	Dunlendings	Hero Resource	Faction	Man 										2									F1	"Unique. Playable at Dunnish Clan-hold if the influence check is greater than 9. Standard Modifications: Men (-1), Dunedain (-1), Dwarves (-1)."
Durin's Axe	Wizards	DurinsAxe	Hero Resource	Major Item							+2(4)	-			2(4)				2(3)					U	"Unique. Weapon.  Two-handed. +2 prowess (+4 if held by a Dwarf) to a maximum of 9. If held by a Dwarf, 4 marshalling points and 3 corruption points."
Dwarven Ring of Barin's Tribe	Wizards	DwarvenRingofBarinsTribe	Hero Resource	Special Item					+2(7)		+2(4)	-			4(6)				3(5)					R	Unique. Dwarven Ring. Playable only with a Gold Ring and after a test indicates a Dwarven Ring. Values in parentheses and brackets apply to a Dwarf bearer. Tap a Dwarf bearer to search your play deck for a major item playable at the bearer's site. Play this item immediately or discard; reshuffle the play deck. Bearer makes a corruption check modified by +2.
Dwarven Ring of Bavor's Tribe	Wizards	DwarvenRingofBavorsTribe	Hero Resource	Special Item					+2(7)		+2(4)	-			4(6)				3(5)					R	Unique. Dwarven Ring. Playable only with a Gold Ring and after a test indicates a Dwarven Ring. Values in parentheses and brackets apply to a Dwarf bearer. Tap a Dwarf bearer to search your play deck for a greater item playable at the bearer's site. Play this item immediately or discard; reshuffle the play deck. Bearer makes a corruption check modified by +2.
Dwarven Ring of Druin's Tribe	Wizards	DwarvenRingofDruinsTribe	Hero Resource	Special Item					+2(7)		+2(4)	-			4(6)				3(5)					R	Unique. Dwarven Ring. Playable only with a Gold Ring and after a test indicates a Dwarven Ring. Values in parentheses and brackets apply to a Dwarf bearer. Tap a Dwarf bearer to search your play deck for a greater item playable at the bearer's site. Play this item immediately or discard; reshuffle the play deck. Bearer makes a corruption check modified by +2.
Dwarven Ring of Durin's Tribe	Wizards	DwarvenRingofDurinsTribe	Hero Resource	Special Item					+2(7)		+2(4)	-			4(6)				3(5)					R	Unique. Dwarven Ring. Playable only with a Gold Ring and after a test indicates a Dwarven Ring. Values in parentheses and brackets apply to a Dwarf bearer. Tap a Dwarf bearer to untap the site he is currently at. Bearer makes a corruption check modified by +2.
Dwarven Ring of Dwalin's Tribe	Wizards	DwarvenRingofDwalinsTribe	Hero Resource	Special Item					+2(7)		+2(4)	-			4(6)				3(5)					R	Unique. Dwarven Ring. Only playable with a Gold Ring and after a test indicates a Dwarven Ring. Values in parentheses and brackets apply to a Dwarf bearer. Tap a Dwarf bearer to search through your play deck for a major item playable at the bearer's site. Play this item immediately or discard; reshuffle the play deck. Bearer makes a corruption check modified by +2.
Dwarven Ring of Thelor's Tribe	Wizards	DwarvenRingofThelorsTribe	Hero Resource	Special Item					+2(7)		+2(4)	-			4(6)				3(5)					U	Unique. Dwarven Ring. Playable only with a Gold Ring and after a test indicates a Dwarven Ring. Values in parentheses apply to a Dwarf bearer. Tap a Dwarf bearer to search your play deck and/or discard pile for any one or two minor items; place these items in your hand and reshuffle your play deck. Bearer makes a corruption check modified by +2.
Dwarven Ring of Thrar's Tribe	Wizards	DwarvenRingofThrarsTribe	Hero Resource	Special Item					+2(7)		+2(4)	-			4(6)				3(5)					U	Unique. Dwarven Ring. Playable only with a Gold Ring and after a test indicates a Dwarven Ring. Values in parentheses apply to a Dwarf bearer. Tap a Dwarf bearer to search your play deck and/or discard pile for any one or two minor items; place these items in your hand and reshuffle your play deck. Bearer makes a corruption check modified by +2.
Eagle-mounts	Wizards	Eaglemounts	Hero Resource	Short-event																				R	Playable only at the end of the organization phase on a company with a diplomat that begins the turn at Eagles' Eyrie. Company may move with flying movement to any site that is not a Shadow-hold [{S}] or a Dark-hold [{D}] and is in the same or adjacent region as the comany's current site. Opponent may only play hazard creatures that are keyed to the company's site.
Earth of Galadriel's Orchard	Wizards	EarthofGaladrielsOrchard	Hero Resource	Special Item											0(2)				1					U	Unique. Only playable at Lorien. 2 marshalling points if stored at Bag End.
Easterlings	Wizards	Easterlings	Hero Resource	Faction	Man 										4									R	Unique. Playable at Easterling Camp if the influence check is greater than 9. Standard modifications: Dunedain (-2).
