Name	Set	Imagefile	Type	Class	Race	Skills	HomeSite	Mind	Influence	GI	Prowess	Body	Strikes	Playable	MP	SP	Magic	Specific	Corruption	Region	SitePath	Draw	OpponentDraw	Rarity	Text
Burglary	Dragons	Burglary	Hero Resource	Short-event																				C2	Tap a character to make a burglary attempt at a site in lieu of facing its automatic-attacks. Tap the site and make a roll modified by +2 if the character is a scout and +3 if he is a hobbit. If the result is greater than 10, an item normally playable at the site may be played with the character. If the attempt fails, the character must face all automatic attacks alone.
Cloudless Day	Dragons	CloudlessDay	Hero Resource	Long-event																				U2	Environment. Playable only if Gates of Morning is in play. Whenever a company faces a hazard creature attack, the defender may choose which characters in the company will be the targets of the attack's strikes (regardless of tapped status, wounded status, and the normal abilities of the attack).
Cram	Dragons	Cram	Hero Resource	Minor Item															1					C2	Food. Discard to untap bearer. Alternatively, discard during organization phase to allow its bearer's company to play an additional region card.
Dragon-feuds	Dragons	Dragonfeuds	Hero Resource	Short-event																				U2	Playable during the organization phase. For the rest of the turn, you may discard a Dragon or Drake hazard creature from your hand to cancel a Dragon or Drake attack against any of your companies.
Dragon-lore	Dragons	Dragonlore	Hero Resource	Permanent-event											1				2					U2	Lore. Playable on a sage during the site phase at an untapped site where &quot;Information&quot; is playable. Tap the sage and the site. During a site phase at a tapped Dragon's lair, tap bearer and discard Dragon-lore. Search your play deck and/or discard pile for any item playable at the Dragon's lair. This item may be immediately played with the bearer's company.
Dragon's Hunger	Dragons	DragonsHunger	Hero Resource	Short-event																				R3	Playable on a Dragon or Drake attack. If one is available, opponent must discard a hazard creature from his hand; this reduces the company's hazard limit by one. Otherwise, the attack is cancelled and the opponent must  reveal his hand.
Dwarven Hoard	Dragons	DwarvenHoard	Hero Resource	Short-event																				C2	Tap a Dwarf at a Dark-hold [{D}] or Shadow-hold [{S}]. The site is considered to contain a hoard until the end of the turn.
Echo of All Joy	Dragons	EchoofAllJoy	Hero Resource	Permanent-event																				U2	Play on a resource long-event if Doors of Night is not in play. The long-event is not discarded as normal during a long-event phase. Discard Echo of All Joy and target long-event when any play deck is exhausted or when Doors of Night comes into play.
Elf-path	Dragons	Elfpath	Hero Resource	Short-event																				C2	Playable only at the end of the organization phase. Tap an Elf. If his company's site path only has one or two regions with no Dark-domains [{d}] and no Shadow-lands [{s}], opponent may only play hazard creatures this turn that are keyed to the company's site.
Emerald of Doriath	Dragons	EmeraldofDoriath	Hero Resource	Minor Item					0(1)										1					U2	Unique. Hoard item. Jewel. +1 to direct influence against Elves and Elf factions. If bearer is a Wizard, your general influence is increased by two.
Emerald of the Mariner	Dragons	EmeraldoftheMariner	Hero Resource	Greater Item											3				1					R2	Unique. Hoard item. Jewel. Bearer receives +1 to all of his corruption checks. Controlling player may keep one more card than normal in his hand. This item gives zero corruption points.
Enruned Shield	Dragons	EnrunedShield	Hero Resource	Greater Item								3			3				2					U2	Unique. Hoard item. Shield. +3 to body to a maximum of 10. Warrior only: tap Enruned Shield to cause one strike against bearer to be ineffectual (i.e., it doesn't fail and it is not successful).
Fast Asleep	Dragons	FastAsleep	Hero Resource	Short-event																				C2	+3 to one burglary attempt. Alternatively, -2 to the prowess of one automatic-attack.
Flatter a Foe	Dragons	FlatteraFoe	Hero Resource	Short-event																				C1	Flattery attempt. Playable on a character whose company is facing an attack of the type listed below. Character makes an influence check (modified by his unused direct influence and +2 if a diplomat). If successful, the attack is cancelled and the hazard limit for the character's company is decreased by two. This influence check is successful if the result is greater than: 10 against a Dragon; 11 against Men or Drakes; 12 against Trolls, Orcs, Elves and Giants.
Forod	Dragons	Forod	Hero Resource	Short-event																				C1	Playable during organization phase on a company moving without regon cards. Company may move from a site of origin in one of the following regions to a new site in one of the following regions: Lindon, Forochel, Angmar, Gundabad, Grey Mountain Narrows, Withered Heath, and Iron Hills. The site path is [w w w] and the hazard limit is decreased by two to a minimum of two.
Gift of Comprehension	Dragons	GiftofComprehension	Hero Resource	Permanent-event															2					C1	Lore. Playable on a Dúnadan at a Haven [{H}]; tap the Dúnadan. Gives the bearer sage skill.
Gold Belt of Lorien	Dragons	GoldBeltofLorien	Hero Resource	Special Item					1										1					U2	Unique. Only playable at Lorien. +1 direct influence to bearer.
Habergeon of Silver	Dragons	HabergeonofSilver	Hero Resource	Major Item								2			2				2					C2	Hoard Item. Armor. Bearer recieves +2 body to a maximum of 10.
Harad	Dragons	Harad	Hero Resource	Short-event																				C1	Playable during organization phase on a company moving without region cards. Company may move from a site of origin in one of the following regions to a new site in one of the following regions: Horse Plains, Khand, Nurn, and Harondor. The site path is [w w w] and the hazard limit is decreased by two to a minimum of two.
Helm of Her Secrecy	Dragons	HelmofHerSecrecy	Hero Resource	Permanent-event					1		2	1												R2	If Eowyn is in your hand, this card is playable on a company facing an attack (before strikes are assigned) -- the company must contain a character with Edoras as a home site. If enough influence is available to control her, Eowyn may be played with (i.e., joins) the company. She gains +2 prowess, +1 body, and +1 direct influence. If the attack is a Nazgul, place Helm of Her Secrecy with Eowyn following the attack. Otherwise, discard this card following the attack. Regardless, Eowyn remains in play.
Here, There, or Yonder	Dragons	HereThereorYonder	Hero Resource	Short-event																				U2	Tap a character during his site phase at a tapped or untapped Ruins & Lairs [{R}]. Make a roll (or draw a #) modified by +3 if character is a diplomat. An ally may be played and placed under the character's control if the result is greater than 6 plus the ally's mind stat and the ally is not restricted from moving in this site's region. If an ally is played, tap the site if it is not already tapped.
Hey! come merry dol!	Dragons	Heycomemerrydol	Hero Resource	Short-event																				C2	Playable at the end of the organization phase on a moving company. Each Wilderness [{w}] symbol in the company's site path counts as half a Wilderness [{w}]. When calculating the number of Wildernesses [{w}] in such a site path, round down the final result.
Houses of Healing	Dragons	HousesofHealing	Hero Resource	Permanent-event																				C2	Playable on a Free-hold [{F}]. Site becomes a Haven [{H}] for the purposes of healing. Discard Houses of Healing when the site is returned to the location deck or discarded.
King under the Mountain	Dragons	KingundertheMountain	Hero Resource	Permanent-event					5						5									R2	Unique. Playable on Balin, Dáin II, Thorin II, or Thráin II if his company has defeated a unique non-ahunt dragon manifestation other than Earcaraxe. The target Dwarf receives +5 direct influence against Dwarves and Dwarf factions. The the defeated dragon's lair becomes a Border-hold [{B}] and Dwarf-hold for all purposes and has no Dragon automatic-attacks. Only Dwarves may play items at this site.
Legendary Hoard	Dragons	LegendaryHoard	Hero Resource	Permanent-event																				R2	Playable on an at home Dragon manifestation. Target Dragon's automatic-attack cannot be cancelled. Rotate this card 90 each time a manifestation of target Dragon is played. If the site receiving the Dragon's automatic-attack is untapped, a number of items played there do not tap the site: not rotated: 1 item; rotated once: 2 items; rotated twice or more: 3 items. If target Dragon is required to be discarded or removed from play, invert Dragon on table until this card is discarded. Discard this card when any item is played at target Dragon's lair that tap the site. Cannot be duplicated on a given Dragon.
Look More Closely Later	Dragons	LookMoreCloselyLater	Hero Resource	Short-event																				C1	Ritual. Tap a sage to untap a site at which &quot;Information&quot; is playable. Sage makes a corruption check.
Lore of the Ages	Dragons	LoreoftheAges	Hero Resource	Permanent-event															2					C2	Lore. Playable on an Elf at a Haven [{H}]; tap the Elf. When facing an attack, bearer may tap to give +1 prowess to all characters in his company against the attack. Bearer makes a corruption check.
Magical Harp	Dragons	MagicalHarp	Hero Resource	Major Item											2				2					U2	Treasure. Unique. Hoard item. Instrument. Tap Magical Harp to cancel all actions for the rest of the turn that discard a target character in bearer's company. Bearer makes a corruption check. This item may also be so tapped during opponent's site phase.
Many Foes He Fought	Dragons	ManyFoesHeFought	Hero Resource	Short-event																				C2	If defender chooses a warrior to be the target of a strike from an attack, that character may choose to face any number of the strikes from that attack. The character suffers a cumulative -1 prowess/-1 body for each additional strike faced. The character faces a separate strike sequence for each strike.
Many Turns and Doublings	Dragons	ManyTurnsandDoublings	Hero Resource	Short-event																				C2	Ranger only. Cancel an attack by Wolves, Spiders, Animals, or Undead. Alternatively, if Gates of Morning is in play, decrease the hazard limit against the ranger's company by one (no minimum).
Map to Mithril	Dragons	MaptoMithril	Hero Resource	Permanent-event							0(3)				2				2					U2	Lore. Playable on a Dwarf during the site phase at a site at which &quot;Information&quot; is playable. Tap the Dwarf and site. Tap Map to Mithril if bearer is ever at Moria; this card never untaps. If Map to Mithril is at a Dwarf-hold and it is tapped, the bearer may tap himself and place this card with a non-unique weapon in his company. This gives the weapon a +3 prowess bonus.
Marvels Told	Dragons	MarvelsTold	Hero Resource	Short-event																				C2	Ritual. Tap a sage to force the discard of a hazard non-environment permanent-event or long-event. Sage makes a corruption check modified by -2.
Master of Esgaroth	Dragons	MasterofEsgaroth	Hero Resource	Short-event																				C2	Playable at the end of the organization phase on a moving company. If the company moves to a Border-hold [{B}], it can take a second movement/hazard phase immediately following its first movement/hazard phase.
Master of Wood, Water, or Hill	Dragons	MasterofWoodWaterorHill	Hero Resource	Short-event																				C2	Ritual. Tap a sage to change one Wilderness [{w}] to a Border-land [{b}] or Shadow-land [{s}] or one Shadow-land [{s}] to a Wilderness [{w}] or one Border-land [{b}] to a Wilderness [{w}]. Sage makes a corruption check.
Mathom Lore	Dragons	MathomLore	Hero Resource	Permanent-event															2					R2	Lore. Playable on a Hobbit at Bag End; tap the Hobbit. During the organization phase, bearer may tap to choose a minor item from your play deck or discard pile to place into your hand. Reshuffle your play deck if it was used. Bearer makes a corruption check.
Men of Dale	Dragons	MenofDale	Hero Resource	Faction	Man 										2									U2	Unique. Playable at Dale if the influence check is greater than 7. Standard modifications: Men (+2), Dwarves (+1).
Men of Lake-town	Dragons	MenofLaketown	Hero Resource	Faction	Man 										2									U2	Unique. Playable at Lake-town if the influence check is greater than 8. Standard Modifcations: Men (+2), Dwarves (-1).
More Sense than You	Dragons	MoreSensethanYou	Hero Resource	Short-event																				C2	Playable before strikes are assigned on an untapped character or ally whose company is facing an attack. Tap target character or ally. He may not be assigned a strike from this attack.
Necklace of Silver and Pearls	Dragons	NecklaceofSilverandPearls	Hero Resource	Minor Item															1					C1	Hoard item. Jewel. Discard this card to give +3 direct influence and +5 mind to bearer until the end of the turn. The bearer's additional mind does not use any controlling influence. This item may also be so discarded during opponent's site phase.
Nenselde the Wingild	Dragons	NenseldetheWingild	Hero Resource	Ally				3							2									R2	Unique. Maia. Playable at Dol Amroth. May not be attacked. Tap Nenselde to return one environment resource long-event or short-event from your discard pile to your hand. Discard Nenselde if her company moves to a site that is not in: Belfalas, Bay of Belfalas, Anfalas, or Mouths of the Anduin.
Not at Home	Dragons	NotatHome	Hero Resource	Short-event																				C2	Cancel one Dragon, Drake, or Troll automatic-attack or attack keyed to a site. Alternatively, if Gates of Morning is in play, reduce the number of strikes of any automatic-attack by 2 (to a minimum of one).
Pledge of Conduct	Dragons	PledgeofConduct	Hero Resource	Short-event																				C2	Diplomat only. A character facing a corruption check in the diplomat's company may automatically transfer one item he bears to another character in his company. The item must be transferrable, and the new bearer must be able to bear it.
Refuge	Dragons	Refuge	Hero Resource	Permanent-event																				C2	Playable only if you discard an Elf from your hand and only at the end of the organization phase on a company using region cards with the last one being a Wilderness [{w}]. (Play regions face-up.) This card is used as a site card, Free-hold [{F}] (cards drawn: 1/1). The company may only leave this site using region movement. Characters at this site heal as though they were in a haven [{H}]. Discard Refuge when the company moves to a new site.
Returned Exiles	Dragons	ReturnedExiles	Hero Resource	Faction	Dwarf 										5									R2	Unique. Playable at a tapped or untapped site where an at home Dragon manifestation was defeated if the influence check is greater than 12. Standard Modifications: King under the Mountain Dwarf (+5), other Dwarves (+2).
Rhun	Dragons	Rhun	Hero Resource	Short-event																				C1	Playable during organization phase on a company moving without region cards. Company may move from a site of orgin if one of the following regions to a new site in one of the following regions: Iron Hills, Dorwinion, Horse Plains, and Khand. The site path is [www] and the hazard limit is decreased by two to a minimum of two.
Riddling Talk	Dragons	RiddlingTalk	Hero Resource	Short-event																				U2	Riddling attempt. Playable on a character whose company is facing an attack of the type listed below. Character makes a roll (or draws a #) modified by: +2 for each sage and +1 for each Hobbit in his company. If the result is greater than: 8 against Dragons and Drakes, 10 against Men and Giants, 12 against Slayers, Awakened Plants, Orcs, Spiders, and Trolls; then name a card and opponent must reveal his hand. If the named card is in opponent's hand, the creature's card is discarded (all of its attacks are cancelled) and the hazard limit against the character's company is decreased by three.
Sated Beast	Dragons	SatedBeast	Hero Resource	Short-event																				U2	Target ahunt Dragon manifestation is discarded. Alternatively, if Doors of Night is in play, decreases the number of strikes from one Dragon or Drake attack by one (to a minimum of one). This card may also be played during opponent's movement/hazard phase.
Scabbard of Chalcedony	Dragons	ScabbardofChalcedony	Hero Resource	Minor Item															1					C2	Hoard Item. -1 body to all failed strikes against bearer. Cannot be duplicated on a given character.
Secret News	Dragons	SecretNews	Hero Resource	Short-event																				C2	Opponent reveals to you 5 random cards at once from his hand.
Skin-changer	Dragons	Skinchanger	Hero Resource	Short-event																				R2	Only playable on Beorn. Until the end of the turn, his prowess and body are each modified by +2. If Beorn is chosen to be the target of a strike from an attack, he may choose to face a second strike from that attack (he faces a seperate strike sequence for each strike). Beorn makes a corruption check modified by -2 after any attack made against his company. If still in play at the end of the turn, place Beorn in your hand. Any items he bears may be transferred to unwounded characters in his company (no corruption checks are required).
Staff Asunder	Dragons	StaffAsunder	Hero Resource	Short-event																				R2	Playable on a Wizard bearing Wizard's Staff whose company is facing an attack. Wizard makes a corruption check. Place Wizard's staff in your marshalling point pile. Wizard gains +5 prowess against the attack. Modify the attack's body by -2.
Star of High Hope	Dragons	StarofHighHope	Hero Resource	Long-event																				U2	Environment. The prowess of each Elf and Dúnadan is modified by +1 (by +2 if Gates of Morning is in play).
Tales of the Hunt	Dragons	TalesoftheHunt	Hero Resource	Permanent-event															2					C2	Lore. Playable on a Man at a Border-hold [{B}]; tap the Man. Bearer may tap to untap any character in his company. Bearer makes a corruption check.
The Riddle Game	Dragons	TheRiddleGame	Hero Resource	Short-event																				R2	Riddling Attempt. Playable during site phase on a character at the same site as one of opponent's companies. Tap the character. Opponent chooses a character from his company to play the riddle game. Each player makes a riddling roll (or draws a #) modified by +2 if his character is a sage and by +1 if a Hobbit (re-roll ties). The player with the highest result wins. He then names two cards and the other player reveals his hand. If any of the named cards are revealed, they are immediately discarded.
Three Golden Hairs	Dragons	ThreeGoldenHairs	Hero Resource	Permanent-event															2					U2	Unique. Playable at any site on a non-Wizard, non-Hobbit diplomat character (other than Galadriel) at the same site as Galadriel. All corruption cards on the bearer are discarded when this card comes into play. +2 to all corruption checks by bearer.
Thror's Map	Dragons	ThrorsMap	Hero Resource	Minor Item															1					U2	Unique. Lost Knowledge. Discard Thror's Map to untap a site with a Dragon automatic-attack.
Trickery	Dragons	Trickery	Hero Resource	Short-event																				C2	Scout only against an Orc, Troll, Man, Elf, Slayer, Awakened Plant, or Giant attack against his company. Make a roll (or draw a #); if the result is greater than 5, the attack is cancelled.
Twice-baked Cakes	Dragons	TwicebakedCakes	Hero Resource	Special Item															1					C1	Food. Playable only at a Free-hold [{F}] or Border-hold [{B}]. May also be played if the site is tapped. Discard during organization phase to allow its bearer's company to play two addtional region cards.
Valiant Sword	Dragons	ValiantSword	Hero Resource	Major Item							2	-			2				2					C2	Hoard item. Weapon. +2 to bearer's prowess to a maximum of 9. Warrior only: +1 to body to a maximum of 9.
Vanish in Sunlight!	Dragons	VanishinSunlight	Hero Resource	Short-event																				U2	Modify the prowess of one Nazgul or Undead attack by -2 (by -4 if Gates of Morning is in play).
Warm Now Be Heart and Limb	Dragons	WarmNowBeHeartandLimb	Hero Resource	Short-event																				C2	Ritual. Playable on a company during organization phase. Each sage in company that taps may heal one character (from wounded to tapped). Each sage so tapping makes a corruption check.
Washed and Refreshed	Dragons	WashedandRefreshed	Hero Resource	Short-event																				C2	Playable at the end of the organization phase on a moving company. When the company's new site is revealed, the company may untap a number of characters equal to the number of regions less than four in its site path.
Waybread	Dragons	Waybread	Hero Resource	Special Item															1					U3	Food. Only playable at Lorien. Discard to untap bearer or bearer and one other character in his company. Alternatively, discard during organization phase to allow its bearer's company to play an additional region card.
When I Know Anything	Dragons	WhenIKnowAnything	Hero Resource	Permanent-event											1				1					C2	Light Enchantment. Playable on a sage during the site phase at a site where &quot;Information&quot; is playable. Tap sage and site. Tap sage to modify one corruption check by a character in his company by +3. Sage makes a corruption check.
Wielded Twice	Dragons	WieldedTwice	Hero Resource	Short-event																				C2	Ritual. Tap a sage to untap an item in his company. Sage makes a corruption check.
Wit	Dragons	Wit	Hero Resource	Short-event																				U2	Modify one riddling roll by +3. If applicable, this card may also be played during your opponent's site-phase if a riddling roll is called for.
Wizard Uncloaked	Dragons	WizardUncloaked	Hero Resource	Short-event													Spell							U2	Spell. Wizard only. Return all hazard permanent-events on characters in your Wizard's company to opponent's hand. Wizard makes a corruption check modified by -2.
Wizard's Staff	Dragons	WizardsStaff	Hero Resource	Greater Item					2		2	-			3				2					U2	Hoard item. Weapon. Only a Wizard may bear this item. +2 to direct influence and +2 to prowess. +2 to any corruption check required by a spell card. Tap bearer at the beginning of your end-of-turn phase to take one &quot;spell,&quot; &quot;ritual,&quot; or &quot;light enchantment&quot; from your discard pile into your hand. Bearer makes corruption check. Cannot be duplicated on a given Wizard.
Wondrous Maps	Dragons	WondrousMaps	Hero Resource	Permanent-event																				C1	Playable at the end of the organization phase on a company using region cards with the last one being a Shadow-land [{s}]. (Play regions face-up.) This card is used as a site card, Ruins & Lairs [{R}] (automatic-attack: Orcs -- 4 strikes at 7 prowess, items: (minor, major), cards opponent draws: 3, you draw 1). The company may only leave the site using region movement. Discard Wondrous Maps when the company moves to a new site.
Wormsbane	Dragons	Wormsbane	Hero Resource	Greater Item							2	-			4				2					R2	Unique.  Two-handed. Weapon. +2 to prowess to a maximum of 9 (+4 to prowess to a maximum of 12 and -2 to strike's body against a Dragon or Drake strike).
Buhr Widu	Dragons	BuhrWidu	Hero Site	{R}																Southern Rhovanion	{w}{b}{w}{w}{w}	3	3	U2	Nearest haven: Lorien. Playable: Items (minor, major). Automatic-attacks: Troll - 1 strikes with 10 prowess. Special: This site is always returned to the location deck, never to the discard pile.
Dale	Dragons	Dale	Hero Site	{B}																Northern Rhovanion	{w}{b}{b}{w}	2	2	U2	Nearest haven: Lorien. Special: Port-on-Celduin
Framsburg	Dragons	Framsburg	Hero Site	{R}																Anduin Vales	{w}{b}	1	2	U2	Nearest haven: Lorien. Playable: Items (minor). Automatic-attacks: When a company enters this site, opponent may play one creature from his hand that is treated in all ways as the site's automatic attack (if defeated, creature is discarded). It must normally be playable keyed to a Ruins & Lairs [{R}], Shadow-hold [{S}], single Wilderness [{w}], or Shadow-land [{s}]. Special: Contains a hoard. Special: Port-on-Anduin
Gold Hill	Dragons	GoldHill	Hero Site	{R}																Withered Heath	{w}{b}{s}{w}	3	3	U2	Nearest haven: Lorien. Playable: Items (minor, major, greater, gold ring). Automatic-attacks: Dragon - 1 strikes with 15 prowess.
Gondmaeglom	Dragons	Gondmaeglom	Hero Site	{R}																Grey Mountain Narrows	{w}{b}{s}	2	2	U2	Nearest haven: Lorien. Playable: Items (minor, major, gold ring). Automatic-attacks: Dragon - 1 strikes with 14 prowess. Special: Dwarf-ruin.
Isle of the Ulond	Dragons	IsleoftheUlond	Hero Site	{R}																Andrast Coast	{w}{c}{c}	2	2	U2	Nearest haven: Edhellond. Playable: Information, Items (minor, major). Automatic-attacks: Dragon - 1 strikes with 14 prowess.
Ovir Hollow	Dragons	OvirHollow	Hero Site	{R}																Grey Mountain Narrows	{w}{b}{s}	2	2	U2	Nearest haven: Lorien. Playable: Items (minor, major). Automatic-attacks: Dragon - 1 strikes with 12 prowess.
Tharbad	Dragons	Tharbad	Hero Site	{R}																Cardolan	{w}{w}	1	1	U2	Nearest haven: Rivendell. Playable: Items (minor). Automatic-attacks: Men - 3 strikes with 6 prowess. Special: Items may be played here even if the site is tapped. Special: Port. Swamp.
Zarak Dum	Dragons	ZarakDum	Hero Site	{R}																Angmar	{w}{s}	2	3	U2	Nearest haven: Rivendell. Playable: Items (minor, major). Automatic-attacks: Dragon - 1 strikes with 11 prowess. Special: Dwarf-ruin.
